Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,30.740438146416004,0.03524230711038778,4,65,0.005617139809570942,-0.07605792538256928
High_BID,30.758741398468757,0.030387192481300396,14,38,0.023616013719984206,-0.07605164101564199
Low_BID,30.214605020474632,0.04415279532866889,15,24,0.02120358895410029,-0.07538049738018948
Close_BID,29.880039957148618,0.0381208715544854,4,31,0.0034267750932267223,-0.07498521301566541
Volume_BID,10.481232566365875,0.0,13,25,0.01710689591360431,-0.0444883618837153
Open_ASK,30.731487349292767,0.03958699243800856,3,47,0.0064922906582229,-0.07606057061300575
High_ASK,30.726185956272417,0.03058962430234602,2,66,0.0017584960808499546,-0.07605334118262519
Low_ASK,30.200594175653244,0.03876426090457108,2,68,0.0030699031433256236,-0.07535941332522356
Close_ASK,29.900734235859247,0.0340800418209406,5,44,0.00865322616370977,-0.07496637798247718
Volume_ASK,11.431540160233919,0.0,2,67,0.0016065244012587038,-0.04646528204545142
Mid_Price,29.851110261328564,0.03733170029421684,1,69,0.002921356607715664,-0.07497580718342789
Spread,0.7887061422208614,0.007865975361154742,7,55,0.003964306741760957,0.0122227422434662
Volume,11.076022119652414,0.0,0,87,0.0,-0.04573429338582358
Open_Mid,30.78287075048641,0.03517861735303618,0,87,0.0,-0.07605931019139689
High_Mid,30.724232109214846,0.026629419568425794,3,56,0.027560934512483492,-0.0760524982462445
Low_Mid,30.22361791283431,0.04481925609620019,1,70,0.000818617295276509,-0.07536996202148671
Close_Mid,29.851110261328564,0.03597998029269811,0,86,0.0,-0.07497580718342789
Unix_Diff_Since_Earnings,23.415309900028614,0.0045888432807352775,82,1,0.038741344324294144,0.06641896863595775
Unix_Diff_Until_Earnings,24.477504923894745,0.01749682665365282,101,3,0.08181404596549749,-0.06790366473239828
Month,0.9795818732722278,0.02386784819253429,18,24,0.018007584772586092,-0.013607769242298673
Day_Type,5.151320188943627,0.0020467648445201547,18,31,0.044983739057761235,0.03120775933348341
Week_of_Year,0.7179730614611808,0.058273233949794445,96,5,0.10932231304373734,-0.011646823583760124
Quarter,0.017171866470855637,0.0,0,86,0.0,-0.0018036108012893237
Hour,0.11404548973132363,0.0,1,65,0.0003122344361875688,-0.00491505676336601
Is_Open_Hour,0.24726051530106222,0.0,0,85,0.0,0.006840187743364368
Is_Close_Hour,4.9396513089604755e-06,0.0012959036538136015,0,84,0.0,1.353668631054461e-05
Day_of_Week,0.9640515586878298,0.0,16,19,0.021807729753575356,-0.013508655029909278
Is_Lunch_Time,0.37725785485604446,0.005247829483231881,0,84,0.0,-0.008449750544968992
Time_Since_Open,0.1101432830982674,0.0015020181885434525,0,85,0.0,-0.004548373535726569
score,7.392256735035472,0.45078808401616577,119,4,0.0922674651349221,-0.037378552728000614
rating,15.095667779698937,0.002727431016482207,2,64,0.0012670213956981864,-0.053374378907392384
SMA_3,30.36867241061979,0.05217951974350532,8,17,0.05542638116065842,-0.07558808257248018
SMA_6,30.823737990786842,0.05172770481581068,6,41,0.024662454502117192,-0.07613081420382173
SMA_12,31.359765554945557,0.06176390819116828,19,19,0.0222940811274951,-0.07684288421850738
SMA_5,30.668693860537,0.056214008141324934,2,60,0.006295984418213217,-0.07597576448310406
SMA_10,31.27905962588129,0.04890257962172839,6,50,0.007399903044897865,-0.07669720110533262
SMA_20,31.421186655367016,0.036109371842376614,17,21,0.019656690128017733,-0.07688849550652321
EMA_3,30.26190654301479,0.04375688967552849,10,53,0.006660790434994507,-0.07549227332089004
EMA_6,30.704817320887408,0.04625726995886126,2,67,0.0018113551185270887,-0.07602761102969424
EMA_12,31.13804527614892,0.050621672966779885,2,61,0.003054581926641256,-0.0765093182580685
EMA_26,31.491662035560836,0.03164961256960752,13,54,0.013313705760415023,-0.0769556642516136
MACD,0.0003386627774039432,0.0,31,20,0.023157401910750598,0.00025267560994013394
Signal_Line,0.04053134003606249,0.017791805487359147,71,4,0.03992071298394075,-0.0027695599667865167
%K,4.809854243709497,0.005373686565259828,6,52,0.0038801945538054347,0.030157559761093466
%D,2.5851664671882286,0.009793862216432636,17,22,0.007658755190292139,0.0221034412997696
CCI,1.1075492516951226,0.012253657799457418,29,9,0.04090173462830493,0.014476188084600494
Return_1H,0.08294694234165495,0.0015974497750903538,3,66,0.0006320645956565779,0.003962005761405152
Return_3H,0.9993850482135365,0.0023670538196718383,5,56,0.0046956105207013816,0.01375130638408173
Return_6H,0.7943736447370554,0.008064181866109799,8,45,0.0053560050556906115,0.012260218744269524
RSI_long,3.094703613733824,0.00742040605853056,8,46,0.004791932052568579,0.024213612469401014
RSI_short,3.094703613733824,0.0074671002312178825,0,82,0.0,0.024213612469401014
Middle_Band,31.421186655367016,0.036212413638096574,0,82,0.0,-0.07688849550652321
Upper_Band,31.36595038679532,0.0698969417368962,44,7,0.09150218399859016,-0.07680661010808087
Lower_Band,30.976399583004294,0.07237985538909442,29,2,0.018178774635897208,-0.07635070895701546
BB_Width,0.026619256851202235,0.015597585788472479,22,18,0.016620830286612424,-0.0022795994924749152
High_Low,1.6146692016959685,0.0011369865442125704,7,41,0.0019450023612442024,-0.0174800168186664
High_Close,0.827185883884298,0.005706361357017409,4,55,0.0017907491243148463,-0.012507877837009573
Low_Close,0.0008054116767633296,0.008960208660490965,8,43,0.006512486496757689,-0.00029112337404058053
True_Range,0.8196450962272668,0.0,0,83,0.0,-0.012455967486317832
ATR,1.0509616237901565,0.006092640568855501,11,35,0.011365622919828103,-0.014115468994530866
Volume_SMA_3,12.210506551766661,0.00933508585734466,11,47,0.014936398850875332,-0.04801288559472994
Volume_SMA_6,12.722462983391166,0.010325115955862163,62,10,0.07564867977803279,-0.04900674647380043
OBV,2.8979169657021644,0.02090675070976089,66,6,0.0728006106424466,-0.023448867236563586
MF_Multiplier,5.424319991150633,0.0006990555348218574,2,53,0.0003350169138610521,0.032023545658915964
MF_Volume,2.8184191862556554,0.0,7,48,0.006095307054225307,0.02308898209928323
CMF,6.53202643156446,0.008188056595325621,46,8,0.023353066115026574,0.03513748649048187
Volatility,1.9046139137132612,0.006077045251029478,11,40,0.005177222504739533,-0.018978925939002522
Return,0.08294694234165495,0.0016460343724828963,0,83,0.0,0.003962005761405152
Volume_change,0.012667575259381713,0.0,2,63,0.0009934964427224995,0.0015476867892845192
Lag_Mid_Price_1,30.091783108010397,0.035081229266788805,1,69,0.002048394360593027,-0.07529266590762873
Lag_Mid_Price_2,31.021332137707724,0.03914808972888606,6,40,0.014442958283557737,-0.07637441270243173
Lag_Mid_Price_3,31.137039996635714,0.043188539471551435,3,61,0.0035107746724720073,-0.07650552254855114
Lag_Mid_Price_4,30.984685713338585,0.03753795988136366,8,39,0.027914415998377975,-0.07636176782204984
Lag_Return_1,2.2450453346629318,0.005025198591711799,3,60,0.0018965898566778285,0.02060813784588955
Lag_Return_2,0.0013868573289218772,0.01305828110753171,3,59,0.0011623840703648945,-0.0005122967806929779
Lag_Return_3,0.11652167826515866,0.002678303516383096,9,54,0.001732029423302654,-0.00469586701075464
Lag_Return_4,0.16338323584394987,0.002782747261601992,2,58,0.0004599405092071435,0.005560528522899233
Return_1,0.08294694234165495,0.001653015977080674,0,71,0.0,0.003962005761405152
Return_5,0.6456921718295657,0.007254620630762876,6,38,0.0032631642833394355,0.011053609131478126
Return_10,0.5174732361698119,0.007402691862104627,8,52,0.007594488354053582,0.009895549723779595
