Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,62.76055461603012,0.04625033411674351,7,41,0.017953213746119277,-0.10840405532203334
High_BID,62.56505120575652,0.04095289699297022,14,14,0.09088117042009661,-0.10821399661558395
Low_BID,61.51249934958921,0.05788390550446687,5,22,0.0062529176778408834,-0.10731698652114119
Close_BID,61.36467184940926,0.039444802707878424,16,34,0.03137568122140974,-0.10720530556814367
Volume_BID,8.745171255258171,0.003677230444255164,4,62,0.003253525872081264,-0.04066980595730252
Open_ASK,62.73001621991502,0.039043966442959155,2,65,0.0017013464384782002,-0.10839203638283301
High_ASK,62.56497618971445,0.047355572825285464,0,87,0.0,-0.10822307565723577
Low_ASK,61.50312824786667,0.04681378375919265,0,87,0.0,-0.10730772134240851
Close_ASK,61.35893901189529,0.039160889994481085,6,36,0.044115110777626095,-0.10720649353048728
Volume_ASK,7.661802435151985,0.0066216771024754095,5,58,0.0031337432642745073,-0.038072550103635194
Mid_Price,61.39907208974938,0.0386635602166836,4,59,0.0037064481397958327,-0.10720592299354337
Spread,0.02178118681499111,0.005021822714547319,0,85,0.0,-0.002014084649999859
Volume,8.288516359661765,0.005513778167806294,0,85,0.0,-0.03959196124800357
Open_Mid,62.74299996838359,0.03254647148010026,0,86,0.0,-0.10839812759009249
High_Mid,62.57726454382965,0.043889754250451496,4,62,0.002635720274102452,-0.10821853252206637
Low_Mid,61.54920721205665,0.053401589794046966,14,34,0.025756973386761535,-0.1073123782258989
Close_Mid,61.39907208974938,0.038188691138672404,0,86,0.0,-0.10720592299354337
Unix_Diff_Since_Earnings,31.74390704240926,0.0007547490247656885,74,1,0.057880104732824705,0.07731319408969739
Unix_Diff_Until_Earnings,32.6336296361399,0.015884617661805045,75,10,0.07344273651006565,-0.07838156625643933
Month,4.486313012663,0.038666030941415075,11,24,0.018566704355697256,-0.029139922709873645
Day_Type,0.4231063745013184,0.0,4,45,0.004750066387770182,0.008951406234700698
Week_of_Year,4.368846062264511,0.06980140406470503,123,4,0.14180761723741184,-0.0287567679570202
Quarter,1.7990008948427239,0.0,2,63,0.0015787424747291002,-0.018449977855198085
Hour,0.0009187672325994235,0.0,1,66,0.00037832596005715383,-0.0006431073806538734
Is_Open_Hour,0.011041430655513555,0.0054205740332169405,0,83,0.0,0.001447926289984025
Is_Close_Hour,0.05551202114140765,0.002845900857646022,0,82,0.0,-0.003242515173042193
