Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,25.310868857304097,0.029292898960890934,8,44,0.002450938799546,-0.06907314053206193
High_BID,25.38120511080408,0.031032920749422876,7,53,0.005552414141204888,-0.06911869248005686
Low_BID,24.67620921262067,0.03720323277924931,8,35,0.007888330832223827,-0.06815654468090315
Close_BID,24.481971294002484,0.02941660919756317,8,17,0.0035892803566218282,-0.06788084676354345
Volume_BID,10.879415350395572,0.0020134976007388783,6,52,0.011694769156583039,-0.045321226350839794
Open_ASK,25.380527478855047,0.030144787564424513,1,67,0.0021891739421762814,-0.06909207254147276
High_ASK,25.414784683959788,0.025346058683805905,2,59,0.001141181968968094,-0.06913140739173862
Low_ASK,24.66410459176382,0.027347586639267618,2,60,0.0007740502312664421,-0.06814377673994443
Close_ASK,24.44213929416617,0.02972806329314248,2,46,0.002745339947023207,-0.0678615669327769
Volume_ASK,12.889249151145792,0.0,6,51,0.0043353217294369376,-0.04932152293929981
Mid_Price,24.467949739849356,0.02904096982476756,6,54,0.007011159075505573,-0.06787122429339831
Spread,0.8408552581663623,0.002544281696066353,2,54,0.0008636284301156478,0.012613844998668355
Volume,12.000856878069172,0.0013840425992333039,3,64,0.003251810337582735,-0.04759034681381458
Open_Mid,25.393441147936464,0.029348918587051687,0,87,0.0,-0.06908266387457918
High_Mid,25.374372616697606,0.027447817575957822,5,37,0.04720147368107652,-0.0691250534116179
Low_Mid,24.69074671730768,0.03424805434219613,5,52,0.0070304295027638665,-0.068150177117424
Close_Mid,24.467949739849356,0.03162595071216323,0,86,0.0,-0.06787122429339831
Unix_Diff_Since_Earnings,17.79962163703364,0.0,107,1,0.0711695551080522,0.05793756565469721
Unix_Diff_Until_Earnings,18.564402047395443,0.02893008948686826,90,6,0.10387564641966328,-0.059160164930972314
Month,0.020042162338243286,0.02766961479272667,22,27,0.017793762904997398,0.001999744497879874
Day_Type,2.841783044013438,0.0,5,43,0.009485602938740838,0.023182199700386263
Week_of_Year,0.050796940446267445,0.0703873186126247,94,5,0.12356021801004899,0.0030993864470474364
Quarter,0.8327195864563527,0.011368668525824521,0,86,0.0,0.012554922628623899
Hour,0.0267242198800305,0.007460579076867591,0,85,0.0,-0.001292253839380919
Is_Open_Hour,0.10092707418837983,0.017516659147582825,0,84,0.0,-0.0043704583222279325
Is_Close_Hour,0.135418542513073,0.0,0,87,0.0,0.005062120588263497
Day_of_Week,0.5836267123385189,0.00848794366401684,19,29,0.027373491684003787,-0.010508281441616418
Is_Lunch_Time,0.0021876614956445914,0.0010391526827249198,0,83,0.0,-0.0006347431044559926
Time_Since_Open,0.016328002394735253,0.0,0,85,0.0,-0.0017653647455517785
score,5.800504143762331,0.43584087021203155,106,2,0.07927402257515447,-0.03311325003510035
rating,15.477659546568143,0.0,0,84,0.0,-0.05403879021469038
SMA_3,25.03225611243048,0.04592911321595938,11,21,0.04085131706946701,-0.06869798247112158
