Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,45.110186098701426,0.0419920655919761,4,53,0.002179440947727819,-0.09211635860179967
High_BID,45.613149527083884,0.0345640574305337,9,25,0.032293134240520514,-0.09266740195207035
Low_BID,44.39468597797329,0.043588276013668104,4,27,0.007474916935960397,-0.09143038067277232
Close_BID,44.62837496164683,0.05581861186414083,5,25,0.009185869004742608,-0.09163872418089625
Volume_BID,18.344155333483382,0.0031840597213628197,4,50,0.0024826717924771318,-0.05890002448681031
Open_ASK,45.101662064348865,0.03933178377604918,9,48,0.023047430091697164,-0.09212779072542787
High_ASK,45.69255068133963,0.04416507855475271,3,58,0.036736468169907624,-0.0926866453357249
Low_ASK,44.38239381672561,0.040071664612603364,3,57,0.0027195976032271204,-0.09142341049295766
Close_ASK,44.64263095224072,0.048406612020968964,4,62,0.003543242833576867,-0.0916527012545707
Volume_ASK,17.87168916486892,0.006824102105499774,1,68,0.0009100195342163235,-0.05813992400261281
Mid_Price,44.64183749099663,0.05254378462735332,7,49,0.009283475636562268,-0.09164573922587138
Spread,0.6058062657280675,0.0008071626768400009,0,86,0.0,-0.010727151224273257
Volume,18.315503693932715,0.011191640327410823,0,87,0.0,-0.05885005865483883
Open_Mid,45.07413991770731,0.03722814057644075,0,87,0.0,-0.0921221519631672
High_Mid,45.670722115174065,0.04215315930797092,3,55,0.004183739472880195,-0.09267702516458343
Low_Mid,44.40036038115582,0.042530859011376876,7,56,0.010895008164776518,-0.09142691373694767
Close_Mid,44.64183749099663,0.049848469489492064,0,86,0.0,-0.09164573922587138
Unix_Diff_Since_Earnings,56.546805018595066,0.0,122,1,0.0935831670987208,0.10304397277349153
Unix_Diff_Until_Earnings,56.775176093507746,0.0020782174458873204,82,3,0.06288196533627863,-0.10325011385532434
Month,0.2110192037479273,0.05364706259544194,33,17,0.039426982468732295,-0.006346451074932702
Day_Type,0.09772700200802485,0.0004502456645660846,2,62,0.0007043428874763247,0.004306756774894893
Week_of_Year,0.21614440862536946,0.09450203216784137,108,5,0.17144771438575507,-0.006410509859051672
