date,score,rating
2021-12-10 00:00:00,42.0,fear
2021-12-13 00:00:00,35.4,fear
2021-12-14 00:00:00,31.542857142857144,fear
2021-12-15 00:00:00,37.800000000000004,fear
2021-12-16 00:00:00,33.57142857142858,fear
2021-12-17 00:00:00,32.51428571428572,fear
2021-12-20 00:00:00,29.428571428571427,fear
2021-12-21 00:00:00,34.028571428571425,fear
2021-12-22 00:00:00,39.542857142857144,fear
2021-12-23 00:00:00,50.48571428571428,neutral
2021-12-27 00:00:00,56.39999999999999,greed
2021-12-28 00:00:00,62.971428571428575,greed
2021-12-29 00:00:00,64.02857142857144,greed
2021-12-30 00:00:00,63.97142857142858,greed
2021-12-31 00:00:00,62.54285714285715,greed
2022-01-03 00:00:00,65.22857142857144,greed
2022-01-04 00:00:00,64.25714285714285,greed
2022-01-05 00:00:00,51.02857142857143,neutral
2022-01-06 00:00:00,52.142857142857146,neutral
2022-01-07 00:00:00,49.25714285714287,neutral
2022-01-10 00:00:00,51.142857142857146,neutral
2022-01-11 00:00:00,56.114285714285714,greed
2022-01-12 00:00:00,55.94285714285714,greed
2022-01-13 00:00:00,52.17142857142857,neutral
2022-01-14 00:00:00,55.800000000000004,greed
2022-01-18 00:00:00,53.714285714285715,neutral
2022-01-19 00:00:00,44.82857142857143,fear
2022-01-20 00:00:00,39.142857142857146,fear
2022-01-21 00:00:00,26.728571428571428,fear
2022-01-24 00:00:00,23.128571428571433,extreme fear
2022-01-25 00:00:00,20.88571428571429,extreme fear
2022-01-26 00:00:00,19.514285714285716,extreme fear
2022-01-27 00:00:00,18.6,extreme fear
2022-01-28 00:00:00,23.857142857142858,extreme fear
2022-01-31 00:00:00,29.200000000000006,fear
2022-02-01 00:00:00,30.800000000000004,fear
2022-02-02 00:00:00,28.800000000000004,fear
2022-02-03 00:00:00,26.057142857142857,fear
2022-02-04 00:00:00,27.6,fear
2022-02-07 00:00:00,27.914285714285715,fear
2022-02-08 00:00:00,28.942857142857143,fear
2022-02-09 00:00:00,32.65714285714286,fear
2022-02-10 00:00:00,33.6,fear
2022-02-11 00:00:00,28.48571428571429,fear
2022-02-14 00:00:00,25.685714285714287,fear
2022-02-15 00:00:00,29.97142857142857,fear
2022-02-16 00:00:00,32.08571428571428,fear
2022-02-17 00:00:00,32.457142857142856,fear
2022-02-18 00:00:00,29.514285714285716,fear
2022-02-22 00:00:00,28.771428571428572,fear
2022-02-23 00:00:00,18.814285714285713,extreme fear
2022-02-24 00:00:00,21.228571428571428,extreme fear
2022-02-25 00:00:00,28.142857142857142,fear
2022-02-28 00:00:00,25.47142857142857,fear
2022-03-01 00:00:00,22.97142857142857,extreme fear
2022-03-02 00:00:00,17.82857142857143,extreme fear
2022-03-03 00:00:00,21.72857142857143,extreme fear
2022-03-04 00:00:00,18.17142857142857,extreme fear
2022-03-07 00:00:00,16.9,extreme fear
2022-03-08 00:00:00,16.67142857142857,extreme fear
2022-03-09 00:00:00,18.028571428571432,extreme fear
2022-03-10 00:00:00,17.95714285714286,extreme fear
2022-03-11 00:00:00,19.057142857142857,extreme fear
2022-03-14 00:00:00,17.5,extreme fear
2022-03-15 00:00:00,21.857142857142858,extreme fear
2022-03-16 00:00:00,25.25714285714286,fear
2022-03-17 00:00:00,33.62857142857143,fear
2022-03-18 00:00:00,38.42857142857143,fear
2022-03-21 00:00:00,40.971428571428575,fear
2022-03-22 00:00:00,44.542857142857144,fear
2022-03-23 00:00:00,45.199999999999996,neutral
2022-03-24 00:00:00,46.91428571428571,neutral
2022-03-25 00:00:00,49.371428571428574,neutral
2022-03-28 00:00:00,51.25714285714286,neutral
2022-03-29 00:00:00,52.714285714285715,neutral
2022-03-30 00:00:00,52.800000000000004,neutral
2022-03-31 00:00:00,59.199999999999996,greed
2022-04-01 00:00:00,59.800000000000004,greed
2022-04-04 00:00:00,61.65714285714286,greed
2022-04-05 00:00:00,47.91428571428571,neutral
2022-04-06 00:00:00,46.4,neutral
2022-04-07 00:00:00,46.82857142857142,neutral
2022-04-08 00:00:00,46.08571428571429,neutral
2022-04-11 00:00:00,43.4,fear
2022-04-12 00:00:00,42.05714285714286,fear
2022-04-13 00:00:00,41.800000000000004,fear
2022-04-14 00:00:00,39.857142857142854,fear
2022-04-18 00:00:00,37.6,fear
2022-04-19 00:00:00,39.628571428571426,fear
2022-04-20 00:00:00,43.31428571428571,fear
2022-04-21 00:00:00,38.94285714285714,fear
2022-04-22 00:00:00,31.62857142857143,fear
2022-04-25 00:00:00,29.97142857142857,fear
2022-04-26 00:00:00,17.900000000000002,extreme fear
2022-04-27 00:00:00,16.271428571428572,extreme fear
2022-04-28 00:00:00,24.25714285714286,extreme fear
2022-04-29 00:00:00,14.328571428571427,extreme fear
2022-05-02 00:00:00,13.27142857142857,extreme fear
2022-05-03 00:00:00,30.485714285714288,fear
2022-05-04 00:00:00,22.400000000000002,extreme fear
2022-05-05 00:00:00,13.128571428571432,extreme fear
2022-05-06 00:00:00,12.242857142857146,extreme fear
2022-05-09 00:00:00,8.185714285714285,extreme fear
2022-05-10 00:00:00,7.4,extreme fear
2022-05-11 00:00:00,4.028571428571429,extreme fear
2022-05-12 00:00:00,3.2,extreme fear
2022-05-13 00:00:00,11.285714285714286,extreme fear
2022-05-16 00:00:00,11.742857142857144,extreme fear
2022-05-17 00:00:00,15.200000000000001,extreme fear
2022-05-18 00:00:00,6.6000000000000005,extreme fear
2022-05-19 00:00:00,13.714285714285714,extreme fear
2022-05-20 00:00:00,12.657142857142858,extreme fear
2022-05-23 00:00:00,17.885714285714283,extreme fear
2022-05-24 00:00:00,16.0,extreme fear
2022-05-25 00:00:00,17.571428571428573,extreme fear
2022-05-26 00:00:00,24.114285714285717,extreme fear
2022-05-27 00:00:00,29.542857142857144,fear
2022-05-31 00:00:00,40.057142857142864,fear
2022-06-01 00:00:00,40.60000000000001,fear
2022-06-02 00:00:00,44.82857142857143,fear
2022-06-03 00:00:00,35.45714285714286,fear
2022-06-06 00:00:00,42.800000000000004,fear
2022-06-07 00:00:00,45.62857142857143,neutral
2022-06-08 00:00:00,48.11428571428571,neutral
2022-06-09 00:00:00,47.05714285714286,neutral
2022-06-10 00:00:00,40.00000000000001,fear
2022-06-13 00:00:00,25.085714285714293,fear
2022-06-14 00:00:00,20.528571428571432,extreme fear
2022-06-15 00:00:00,29.25714285714286,fear
2022-06-16 00:00:00,17.700000000000003,extreme fear
2022-06-17 00:00:00,16.92857142857143,extreme fear
2022-06-21 00:00:00,19.728571428571428,extreme fear
2022-06-22 00:00:00,26.885714285714283,fear
2022-06-23 00:00:00,26.742857142857144,fear
2022-06-24 00:00:00,30.85714285714286,fear
2022-06-27 00:00:00,30.771428571428572,fear
2022-06-28 00:00:00,28.142857142857142,fear
2022-06-29 00:00:00,26.542857142857144,fear
2022-06-30 00:00:00,24.371428571428574,extreme fear
2022-07-01 00:00:00,24.571428571428573,extreme fear
2022-07-05 00:00:00,22.171428571428574,extreme fear
2022-07-06 00:00:00,22.828571428571426,extreme fear
2022-07-07 00:00:00,27.599999999999998,fear
2022-07-08 00:00:00,31.342857142857145,fear
2022-07-11 00:00:00,30.37142857142857,fear
2022-07-12 00:00:00,30.314285714285713,fear
2022-07-13 00:00:00,27.28571428571428,fear
2022-07-14 00:00:00,26.514285714285716,fear
2022-07-15 00:00:00,33.285714285714285,fear
2022-07-18 00:00:00,35.885714285714286,fear
2022-07-19 00:00:00,39.31428571428571,fear
2022-07-20 00:00:00,44.08571428571429,fear
2022-07-21 00:00:00,48.199999999999996,neutral
2022-07-22 00:00:00,42.42857142857143,fear
2022-07-25 00:00:00,42.2,fear
2022-07-26 00:00:00,42.0,fear
2022-07-27 00:00:00,46.628571428571426,neutral
2022-07-28 00:00:00,48.48571428571429,neutral
2022-07-29 00:00:00,52.4,neutral
2022-08-01 00:00:00,59.08571428571429,greed
2022-08-02 00:00:00,57.371428571428574,greed
2022-08-03 00:00:00,60.25714285714286,greed
2022-08-04 00:00:00,61.51428571428571,greed
2022-08-05 00:00:00,63.314285714285724,greed
2022-08-08 00:00:00,64.74285714285715,greed
2022-08-09 00:00:00,64.45714285714286,greed
2022-08-10 00:00:00,65.11428571428571,greed
2022-08-11 00:00:00,65.82857142857144,greed
2022-08-12 00:00:00,68.02857142857144,greed
2022-08-15 00:00:00,66.82857142857144,greed
2022-08-16 00:00:00,67.94285714285715,greed
2022-08-17 00:00:00,67.14285714285715,greed
2022-08-18 00:00:00,66.37142857142858,greed
2022-08-19 00:00:00,63.714285714285715,greed
2022-08-22 00:00:00,60.314285714285724,greed
2022-08-23 00:00:00,57.42857142857144,greed
2022-08-24 00:00:00,57.51428571428571,greed
2022-08-25 00:00:00,58.25714285714287,greed
2022-08-26 00:00:00,55.74285714285714,greed
2022-08-29 00:00:00,54.285714285714285,neutral
2022-08-30 00:00:00,49.800000000000004,neutral
2022-08-31 00:00:00,52.08571428571429,neutral
2022-09-01 00:00:00,49.371428571428574,neutral
2022-09-02 00:00:00,42.457142857142856,fear
2022-09-06 00:00:00,40.62857142857143,fear
2022-09-07 00:00:00,39.62857142857143,fear
2022-09-08 00:00:00,40.371428571428574,fear
2022-09-09 00:00:00,43.8,fear
2022-09-12 00:00:00,47.6,neutral
2022-09-13 00:00:00,36.62857142857143,fear
2022-09-14 00:00:00,41.885714285714286,fear
2022-09-15 00:00:00,40.65714285714286,fear
2022-09-16 00:00:00,35.285714285714285,fear
2022-09-19 00:00:00,36.31428571428571,fear
2022-09-20 00:00:00,36.114285714285714,fear
2022-09-21 00:00:00,27.21428571428571,fear
2022-09-22 00:00:00,24.48571428571429,extreme fear
2022-09-23 00:00:00,21.685714285714287,extreme fear
2022-09-26 00:00:00,17.62857142857143,extreme fear
2022-09-27 00:00:00,16.514285714285716,extreme fear
2022-09-28 00:00:00,17.02857142857143,extreme fear
2022-09-29 00:00:00,13.257142857142858,extreme fear
2022-09-30 00:00:00,16.45714285714286,extreme fear
2022-10-03 00:00:00,20.38571428571429,extreme fear
2022-10-04 00:00:00,27.88571428571429,fear
2022-10-05 00:00:00,29.714285714285715,fear
2022-10-06 00:00:00,23.142857142857142,extreme fear
2022-10-07 00:00:00,19.67142857142857,extreme fear
2022-10-10 00:00:00,19.4,extreme fear
2022-10-11 00:00:00,16.885714285714283,extreme fear
2022-10-12 00:00:00,15.942857142857145,extreme fear
2022-10-13 00:00:00,19.37142857142857,extreme fear
2022-10-14 00:00:00,16.45714285714286,extreme fear
2022-10-17 00:00:00,23.400000000000002,extreme fear
2022-10-18 00:00:00,28.800000000000004,fear
2022-10-19 00:00:00,29.428571428571427,fear
2022-10-20 00:00:00,39.08571428571429,fear
2022-10-21 00:00:00,43.74285714285715,fear
2022-10-24 00:00:00,47.22857142857142,neutral
2022-10-25 00:00:00,51.371428571428574,neutral
2022-10-26 00:00:00,53.800000000000004,neutral
2022-10-27 00:00:00,54.57142857142857,neutral
2022-10-28 00:00:00,57.114285714285714,greed
2022-10-31 00:00:00,64.05714285714286,greed
2022-11-01 00:00:00,63.51428571428572,greed
2022-11-02 00:00:00,55.285714285714285,greed
2022-11-03 00:00:00,55.51428571428572,greed
2022-11-04 00:00:00,56.51428571428572,greed
2022-11-07 00:00:00,59.65714285714286,greed
2022-11-08 00:00:00,57.94285714285714,greed
2022-11-09 00:00:00,54.0,neutral
2022-11-10 00:00:00,60.34285714285714,greed
2022-11-11 00:00:00,63.74285714285713,greed
2022-11-14 00:00:00,62.68571428571429,greed
2022-11-15 00:00:00,66.91428571428573,greed
2022-11-16 00:00:00,65.08571428571427,greed
2022-11-17 00:00:00,61.48571428571429,greed
2022-11-18 00:00:00,60.34285714285715,greed
2022-11-21 00:00:00,60.97142857142857,greed
2022-11-22 00:00:00,60.8,greed
2022-11-23 00:00:00,64.25714285714285,greed
2022-11-25 00:00:00,63.08571428571429,greed
2022-11-28 00:00:00,59.74285714285715,greed
2022-11-29 00:00:00,58.17142857142857,greed
2022-11-30 00:00:00,73.97142857142856,greed
2022-12-01 00:00:00,75.60000000000001,extreme greed
2022-12-02 00:00:00,68.14285714285714,greed
2022-12-05 00:00:00,65.08571428571429,greed
2022-12-06 00:00:00,61.828571428571436,greed
2022-12-07 00:00:00,58.42857142857143,greed
2022-12-08 00:00:00,55.6857142857143,greed
2022-12-09 00:00:00,52.08571428571428,neutral
2022-12-12 00:00:00,57.199999999999996,greed
2022-12-13 00:00:00,59.17142857142858,greed
2022-12-14 00:00:00,60.94285714285714,greed
2022-12-15 00:00:00,60.142857142857146,greed
2022-12-16 00:00:00,44.142857142857146,fear
2022-12-19 00:00:00,39.971428571428575,fear
2022-12-20 00:00:00,38.314285714285724,fear
2022-12-21 00:00:00,38.542857142857144,fear
2022-12-22 00:00:00,37.0,fear
2022-12-23 00:00:00,39.51428571428572,fear
2022-12-27 00:00:00,39.94285714285714,fear
2022-12-28 00:00:00,35.51428571428572,fear
2022-12-29 00:00:00,37.142857142857146,fear
2022-12-30 00:00:00,36.51428571428571,fear
2023-01-03 00:00:00,36.6,fear
2023-01-04 00:00:00,39.857142857142854,fear
2023-01-05 00:00:00,44.17142857142858,fear
2023-01-06 00:00:00,45.714285714285715,neutral
2023-01-09 00:00:00,47.2,neutral
2023-01-10 00:00:00,49.65714285714286,neutral
2023-01-11 00:00:00,54.228571428571435,neutral
2023-01-12 00:00:00,56.68571428571429,greed
2023-01-13 00:00:00,61.31428571428571,greed
2023-01-17 00:00:00,64.14285714285714,greed
2023-01-18 00:00:00,58.42857142857143,greed
2023-01-19 00:00:00,55.42857142857144,greed
2023-01-20 00:00:00,58.542857142857144,greed
2023-01-23 00:00:00,63.60000000000001,greed
2023-01-24 00:00:00,63.0,greed
2023-01-25 00:00:00,63.88571428571429,greed
2023-01-26 00:00:00,68.02857142857144,greed
2023-01-27 00:00:00,69.2,greed
2023-01-30 00:00:00,67.45714285714287,greed
2023-01-31 00:00:00,70.34285714285716,greed
2023-02-01 00:00:00,82.17142857142858,extreme greed
2023-02-02 00:00:00,75.2,extreme greed
2023-02-03 00:00:00,76.14285714285714,extreme greed
2023-02-06 00:00:00,75.91428571428573,extreme greed
2023-02-07 00:00:00,76.34285714285714,extreme greed
2023-02-08 00:00:00,74.62857142857142,greed
2023-02-09 00:00:00,72.62857142857143,greed
2023-02-10 00:00:00,72.4857142857143,greed
2023-02-13 00:00:00,71.82857142857144,greed
2023-02-14 00:00:00,73.25714285714287,greed
2023-02-15 00:00:00,73.65714285714284,greed
2023-02-16 00:00:00,70.71428571428572,greed
2023-02-17 00:00:00,69.48571428571428,greed
2023-02-21 00:00:00,65.91428571428573,greed
2023-02-22 00:00:00,64.17142857142859,greed
2023-02-23 00:00:00,62.65714285714285,greed
2023-02-24 00:00:00,60.65714285714286,greed
2023-02-27 00:00:00,61.22857142857144,greed
2023-02-28 00:00:00,61.2,greed
2023-03-01 00:00:00,65.91428571428573,greed
2023-03-02 00:00:00,52.45714285714287,neutral
2023-03-03 00:00:00,55.6857142857143,greed
2023-03-06 00:00:00,55.25714285714285,greed
2023-03-07 00:00:00,48.51428571428571,neutral
2023-03-08 00:00:00,49.82857142857143,neutral
2023-03-09 00:00:00,37.542857142857144,fear
2023-03-10 00:00:00,26.885714285714283,fear
2023-03-13 00:00:00,23.357142857142858,extreme fear
2023-03-14 00:00:00,25.085714285714285,fear
2023-03-15 00:00:00,22.685714285714287,extreme fear
2023-03-16 00:00:00,32.57142857142857,fear
2023-03-17 00:00:00,27.000000000000004,fear
2023-03-20 00:00:00,30.428571428571434,fear
2023-03-21 00:00:00,43.48571428571429,fear
2023-03-22 00:00:00,41.028571428571425,fear
2023-03-23 00:00:00,38.34285714285715,fear
2023-03-24 00:00:00,37.714285714285715,fear
2023-03-27 00:00:00,40.199999999999996,fear
2023-03-28 00:00:00,39.6,fear
2023-03-29 00:00:00,41.457142857142856,fear
2023-03-30 00:00:00,45.228571428571435,neutral
2023-03-31 00:00:00,49.48571428571429,neutral
2023-04-03 00:00:00,61.48571428571428,greed
2023-04-04 00:00:00,50.228571428571435,neutral
2023-04-05 00:00:00,52.62857142857143,neutral
2023-04-06 00:00:00,55.25714285714286,greed
2023-04-10 00:00:00,57.91428571428572,greed
2023-04-11 00:00:00,58.48571428571428,greed
2023-04-12 00:00:00,60.74285714285714,greed
2023-04-13 00:00:00,63.171428571428564,greed
2023-04-14 00:00:00,65.71428571428571,greed
2023-04-17 00:00:00,67.08571428571429,greed
2023-04-18 00:00:00,65.4857142857143,greed
2023-04-19 00:00:00,67.25714285714287,greed
2023-04-20 00:00:00,64.05714285714285,greed
2023-04-21 00:00:00,63.51428571428572,greed
2023-04-24 00:00:00,63.48571428571429,greed
2023-04-25 00:00:00,57.057142857142864,greed
2023-04-26 00:00:00,52.4,neutral
2023-04-27 00:00:00,58.314285714285724,greed
2023-04-28 00:00:00,59.42857142857143,greed
2023-05-01 00:00:00,59.42857142857144,greed
2023-05-02 00:00:00,55.51428571428572,greed
2023-05-03 00:00:00,54.62857142857143,neutral
2023-05-04 00:00:00,49.6,neutral
2023-05-05 00:00:00,53.885714285714286,neutral
2023-05-08 00:00:00,57.142857142857146,greed
2023-05-09 00:00:00,59.57142857142857,greed
