Datetime,Open,High,Low,Close,Volume
07.10.2024 13:30:00.000,224.516,224.586,224.436,224.436,96
07.10.2024 13:30:01.000,224.407,224.436,224.336,224.336,143.99999999999997
07.10.2024 13:30:02.000,224.317,224.487,224.317,224.427,119.99999999999999
07.10.2024 13:30:03.000,224.486,224.556,224.456,224.486,131.99999999999997
07.10.2024 13:30:04.000,224.557,224.716,224.557,224.716,48
07.10.2024 13:30:05.000,224.657,224.676,224.416,224.516,60
07.10.2024 13:30:06.000,224.497,224.567,224.497,224.567,36
07.10.2024 13:30:07.000,224.656,224.756,224.656,224.687,84.00000000000001
07.10.2024 13:30:08.000,224.676,224.677,224.616,224.616,84.00000000000001
07.10.2024 13:30:09.000,224.647,224.737,224.647,224.707,84.00000000000001
07.10.2024 13:30:10.000,224.726,224.747,224.627,224.627,96
07.10.2024 13:30:11.000,224.677,224.677,224.596,224.637,84.00000000000001
07.10.2024 13:30:12.000,224.647,224.676,224.647,224.647,36
07.10.2024 13:30:13.000,224.726,224.776,224.717,224.717,48
07.10.2024 13:30:14.000,224.717,224.797,224.717,224.797,36
07.10.2024 13:30:15.000,224.806,224.886,224.806,224.886,36
07.10.2024 13:30:16.000,224.886,224.907,224.837,224.837,84.00000000000001
07.10.2024 13:30:17.000,224.827,224.847,224.817,224.846,84.00000000000001
07.10.2024 13:30:18.000,224.847,224.856,224.846,224.846,84.00000000000001
07.10.2024 13:30:19.000,224.887,225.047,224.887,225.047,60
07.10.2024 13:30:20.000,225.047,225.047,224.966,224.966,72
07.10.2024 13:30:21.000,224.957,224.957,224.917,224.917,48
07.10.2024 13:30:22.000,224.957,224.986,224.957,224.986,36
07.10.2024 13:30:23.000,225.017,225.017,224.987,224.997,60
07.10.2024 13:30:24.000,224.986,224.986,224.916,224.916,60
07.10.2024 13:30:25.000,224.867,224.916,224.867,224.867,36
07.10.2024 13:30:26.000,224.926,225.006,224.926,224.986,36
07.10.2024 13:30:27.000,224.957,224.957,224.957,224.957,12
07.10.2024 13:30:28.000,224.957,224.957,224.947,224.947,24
07.10.2024 13:30:29.000,224.937,224.986,224.937,224.946,72
07.10.2024 13:30:30.000,224.966,224.966,224.887,224.896,72
07.10.2024 13:30:31.000,224.927,224.937,224.896,224.937,84.00000000000001
07.10.2024 13:30:32.000,224.937,224.937,224.897,224.897,72
07.10.2024 13:30:34.000,224.997,225.017,224.956,224.956,48
07.10.2024 13:30:35.000,224.977,224.977,224.907,224.907,60
07.10.2024 13:30:36.000,224.936,224.937,224.917,224.917,36
07.10.2024 13:30:37.000,224.936,224.936,224.936,224.936,12
07.10.2024 13:30:38.000,224.937,224.937,224.636,224.766,36
07.10.2024 13:30:39.000,224.717,224.896,224.717,224.896,60
07.10.2024 13:30:40.000,224.837,224.997,224.837,224.997,84.00000000000001
07.10.2024 13:30:41.000,224.996,225.006,224.976,224.976,72
07.10.2024 13:30:42.000,225.006,225.037,224.937,224.937,84.00000000000001
07.10.2024 13:30:43.000,224.947,224.947,224.917,224.927,36
07.10.2024 13:30:44.000,224.937,224.937,224.917,224.937,48
07.10.2024 13:30:45.000,224.997,225.007,224.997,225.007,24
07.10.2024 13:30:46.000,224.936,224.936,224.936,224.936,36
07.10.2024 13:30:47.000,224.937,224.937,224.736,224.786,72
07.10.2024 13:30:48.000,224.877,224.877,224.877,224.877,12
07.10.2024 13:30:49.000,224.747,224.747,224.706,224.707,48
07.10.2024 13:30:50.000,224.716,224.727,224.716,224.727,24
07.10.2024 13:30:51.000,224.786,224.817,224.786,224.787,48
07.10.2024 13:30:52.000,224.806,224.806,224.787,224.797,36
07.10.2024 13:30:53.000,224.756,224.767,224.756,224.766,36
07.10.2024 13:30:54.000,224.756,224.756,224.687,224.687,60
07.10.2024 13:30:55.000,224.636,224.686,224.636,224.677,36
07.10.2024 13:30:56.000,224.636,224.636,224.636,224.636,24
07.10.2024 13:30:57.000,224.686,224.686,224.537,224.537,48
07.10.2024 13:30:58.000,224.476,224.527,224.466,224.466,96
07.10.2024 13:30:59.000,224.466,224.466,224.457,224.466,72
07.10.2024 13:31:00.000,224.466,224.637,224.466,224.637,108
07.10.2024 13:31:01.000,224.577,224.597,224.536,224.577,96
07.10.2024 13:31:02.000,224.547,224.547,224.526,224.526,72
07.10.2024 13:31:03.000,224.487,224.547,224.487,224.547,60
07.10.2024 13:31:04.000,224.546,224.607,224.546,224.556,72
07.10.2024 13:31:05.000,224.586,224.586,224.586,224.586,12
07.10.2024 13:31:06.000,224.587,224.676,224.587,224.657,60
07.10.2024 13:31:07.000,224.676,224.677,224.676,224.677,24
07.10.2024 13:31:08.000,224.686,224.686,224.686,224.686,12
07.10.2024 13:31:09.000,224.757,224.786,224.757,224.766,36
07.10.2024 13:31:11.000,224.787,224.796,224.766,224.766,48
07.10.2024 13:31:12.000,224.767,224.776,224.767,224.776,36
07.10.2024 13:31:13.000,224.807,224.807,224.777,224.777,36
07.10.2024 13:31:14.000,224.756,224.756,224.747,224.747,24
07.10.2024 13:31:15.000,224.756,224.846,224.756,224.846,48
07.10.2024 13:31:16.000,224.927,224.957,224.907,224.907,60
07.10.2024 13:31:17.000,224.866,224.866,224.827,224.827,24
07.10.2024 13:31:19.000,224.826,224.826,224.796,224.796,24
07.10.2024 13:31:20.000,224.797,224.797,224.797,224.797,12
07.10.2024 13:31:21.000,224.807,224.807,224.807,224.807,12
07.10.2024 13:31:22.000,224.807,224.807,224.807,224.807,12
07.10.2024 13:31:24.000,224.867,224.887,224.867,224.887,36
07.10.2024 13:31:25.000,224.887,224.887,224.836,224.836,24
07.10.2024 13:31:26.000,224.836,224.836,224.807,224.807,36
07.10.2024 13:31:27.000,224.816,224.816,224.816,224.816,12
07.10.2024 13:31:28.000,224.797,224.816,224.797,224.816,36
07.10.2024 13:31:29.000,224.817,224.817,224.817,224.817,12
07.10.2024 13:31:30.000,224.837,224.837,224.837,224.837,12
07.10.2024 13:31:31.000,224.807,224.807,224.807,224.807,12
07.10.2024 13:31:32.000,224.737,224.746,224.737,224.737,36
07.10.2024 13:31:34.000,224.736,224.776,224.736,224.776,36
07.10.2024 13:31:35.000,224.767,224.817,224.767,224.817,36
07.10.2024 13:31:36.000,224.756,224.797,224.756,224.797,36
07.10.2024 13:31:37.000,224.827,224.867,224.796,224.866,84.00000000000001
07.10.2024 13:31:38.000,224.867,224.867,224.867,224.867,24
07.10.2024 13:31:39.000,224.857,224.877,224.816,224.877,48
07.10.2024 13:31:40.000,224.836,224.836,224.826,224.826,24
07.10.2024 13:31:42.000,224.877,224.877,224.877,224.877,12
07.10.2024 13:31:43.000,224.827,224.827,224.826,224.826,24
07.10.2024 13:31:44.000,224.807,224.837,224.807,224.837,24
07.10.2024 13:31:45.000,224.837,224.837,224.797,224.797,24
07.10.2024 13:31:46.000,224.797,224.797,224.797,224.797,36
07.10.2024 13:31:47.000,224.716,224.727,224.716,224.727,60
07.10.2024 13:31:48.000,224.786,224.816,224.786,224.816,36
07.10.2024 13:31:49.000,224.867,224.896,224.867,224.887,60
07.10.2024 13:31:50.000,224.946,224.946,224.887,224.887,36
07.10.2024 13:31:51.000,224.906,224.936,224.906,224.936,36
07.10.2024 13:31:52.000,224.906,224.907,224.897,224.897,36
07.10.2024 13:31:53.000,224.956,224.956,224.936,224.936,24
07.10.2024 13:31:54.000,224.916,224.916,224.916,224.916,12
07.10.2024 13:31:55.000,224.927,224.927,224.916,224.916,24
07.10.2024 13:31:56.000,224.916,224.916,224.836,224.836,36
07.10.2024 13:31:59.000,224.837,224.837,224.837,224.837,12
07.10.2024 13:32:00.000,224.867,224.867,224.867,224.867,12
07.10.2024 13:32:01.000,224.866,224.866,224.866,224.866,24
