Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,SHAP_Importance,Correlation_With_Target
Open_BID,27.20838919356897,0.04925999461868469,8,0.009254294777753476,-0.07158437991076383
High_BID,27.548360541209384,0.05276228578718101,4,0.0015475559691351837,-0.07207647684515095
Low_BID,26.774093184034022,0.05505169483522199,3,0.0016331504744221848,-0.07100626738147042
Close_BID,26.816702895215617,0.049761548691583224,18,0.030223453276040785,-0.07106787348515908
Volume_BID,8.918205783791725,0.012608265883284231,4,0.0031717695244411104,-0.041063818769401905
Open_ASK,27.164700651200924,0.05369037911772656,0,0.0,-0.07155633323010324
High_ASK,27.541967813467803,0.054615359464179614,5,0.003921572651517612,-0.07206949870985624
Low_ASK,26.723203051660626,0.04894029548999845,2,0.0038883834380176122,-0.07097884718384151
Close_ASK,26.78921812609633,0.05527915686963958,8,0.016039008001433645,-0.07104792850327901
Volume_ASK,12.735838397693188,0.002024306286753319,2,0.0024601203870247778,-0.04905209374779673
Mid_Price,26.79744747015501,0.05305246680717812,0,0.0,-0.07105790897547593
Spread,0.7754652331137784,0.0,0,0.0,0.012122042857299675
Volume,10.845167973756505,0.008608083957905466,5,0.004563073312221108,-0.045276453111789294
Open_Mid,27.20023687483943,0.04793870292412361,3,0.004096762856283381,-0.07157039714363478
High_Mid,27.580074131031555,0.05766641231161884,8,0.007710948018937769,-0.07207299112304
Low_Mid,26.74750197106466,0.05387086428229404,2,0.004433518665876713,-0.0709925629461221
Close_Mid,26.79744747015501,0.05306946429157522,0,0.0,-0.07105790897547593
Unix_Diff_Until_Earnings,18.341913747162437,0.0,279,0.17268508647462355,-0.05883137569344399
Month,0.04594367310661554,0.027091477227717764,36,0.03769736039831003,0.002954887706437148
Day_Type,0.5727601741818966,0.002073053098530897,7,0.006036041425367566,-0.01041519085993059
Week_of_Year,0.0008585183447092215,0.0788548748688711,238,0.3876114104212083,0.0003418228520786215
Quarter,2.317723305265015,0.002601397439267128,0,0.0,0.020945265227055643
Hour,0.04318974793136327,0.008797877518749386,4,0.007256048591587187,-0.0028540456935388647
Is_Open_Hour,0.005659476723390865,0.0,0,0.0,0.0010359264124417678
Is_Close_Hour,0.0030214399066332003,0.0,0,0.0,0.0007572497052024119
Day_of_Week,1.582210698047487,0.0073695595376324086,23,0.023835952493026853,0.017311238944785146
Is_Lunch_Time,0.6583564380245163,0.009571973871723927,0,0.0,-0.011165668220201042
Time_Since_Open,0.04434877914548027,0.007808697054743741,0,0.0,-0.0029121432580723194
score,23.079686683982477,0.49507595780590075,169,0.22746345523976608,-0.06596926988551388
rating,27.592712004391284,0.006512073661287587,0,0.0,-0.07210171530914522
SMA_3,26.983947041024102,0.05893279437890819,11,0.00980165886519977,-0.07135920917613703
SMA_6,27.28094527818554,0.06127162121585106,11,0.01609478902637411,-0.07169877200291874
SMA_12,27.68031744330999,0.06582406675910146,13,0.01646889488331327,-0.07220970948786842
SMA_5,27.174034860693794,0.05722796207983616,4,0.005547710588067736,-0.07156225349575251
SMA_10,27.54660816163883,0.05754549384693863,5,0.008235133587386213,-0.07208236013154234
SMA_20,28.040425796445472,0.05591981636777432,34,0.02995049230867765,-0.0726856039574777
EMA_3,27.01102431534508,0.06200471043021305,6,0.005875712232147909,-0.07135438296991836
EMA_6,27.261836687383028,0.05302816965916213,2,0.003837883328502337,-0.07168222811739611
EMA_12,27.65856650529751,0.05919930132300366,13,0.010947512034795758,-0.07217511447097014
EMA_26,28.429972071341773,0.06718449224586798,66,0.1889924067230922,-0.0732062992457978
MACD,0.7322812700067312,0.007158285759064631,72,0.053494565480151274,0.011775891806184546
Signal_Line,0.792371713126347,0.005118459735786063,130,0.07034365216922957,0.012249365817044833
%K,4.022087938075346,0.01487723031504884,8,0.017676215154323653,0.027590844889516575
%D,5.10451934920419,0.010085954304969613,5,0.0030180472299196886,0.031082330206757547
CCI,3.120920923512051,0.0,22,0.03830862081348119,0.024305077515052176
Return_1H,0.3152839690469085,0.0,3,0.0010920940740463648,0.007727175878829762
Return_3H,0.4040489801181294,0.003991518475748856,12,0.038724659800581346,0.008747513034746301
Return_6H,0.7533908421941591,0.0005551871483340243,21,0.040721150677591064,0.011944361842079587
RSI_long,6.636388103517122,0.007224793966196685,23,0.008983204212028481,0.03545043700073425
RSI_short,6.636388103517122,0.007044111444544754,0,0.0,0.03545043700073425
Middle_Band,28.040425796445472,0.055806471531786306,0,0.0,-0.0726856039574777
Upper_Band,31.116202796495006,0.10220840574742374,59,0.09394722064465318,-0.07654931288266198
Lower_Band,24.76247769023071,0.08256634815310226,22,0.04815054758198309,-0.06831648928827155
High_Low,6.346853339584956,0.004934754575177447,2,0.0006928563664243684,-0.03465328455558847
High_Close,2.4496131796498957,0.0,8,0.03167007832854683,-0.021533648205235068
