Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,12.991926236704703,0.01540892308161701,2,61,0.0031274615508938403,-0.04943539885290704
High_BID,13.052562397250837,0.029462749174584024,3,41,0.001607464679982551,-0.04960932161645104
Low_BID,12.66414896616417,0.018900468331401132,8,40,0.009076388804713889,-0.048861304188811516
Close_BID,12.516598656666034,0.016339907263510645,13,21,0.012228925551406339,-0.04859691197452776
Volume_BID,4.419288109503172,0.0,10,39,0.01800588243782941,-0.028887421574659067
Open_ASK,12.998421093474276,0.018067071575747606,3,65,0.008231160485332713,-0.049445076200818505
High_ASK,13.06934082112988,0.0288395574385496,4,69,0.0024822224336471903,-0.049620210603467996
Low_ASK,12.704461996842214,0.014889371222255088,5,54,0.004234948238229109,-0.04887396520791043
Close_ASK,12.534651792389452,0.012963159103479782,6,57,0.003425187852467796,-0.04860375005982576
Volume_ASK,5.817038101449137,0.0,4,59,0.003823689747245725,-0.03314630906627902
Mid_Price,12.541873889626155,0.01596214831411169,3,67,0.003943220245910555,-0.04860034548326819
Spread,0.14876253156938776,0.0,2,70,0.0009760337928551222,-0.005291503885018756
Volume,5.156778262569665,0.002557427625492714,1,72,0.0004118259959300611,-0.031193843358398254
Open_Mid,12.9776299571895,0.015708203207640548,0,87,0.0,-0.04944027554587649
High_Mid,13.049188110968288,0.027694196617053635,7,52,0.015434617323342547,-0.0496147703900327
Low_Mid,12.678022136260505,0.019283970318265897,1,71,0.0026094542584511908,-0.04886764188561443
Close_Mid,12.541873889626155,0.014724173589224065,0,86,0.0,-0.04860034548326819
Unix_Diff_Since_Earnings,10.751736854400757,0.0,73,1,0.0474227003739166,0.045038381641802516
Unix_Diff_Until_Earnings,11.841969966606962,0.01960268092470252,74,5,0.062001563699682405,-0.047257457040927875
Month,0.48396776204603137,0.018044143594281525,20,32,0.02546644873237364,0.009553376794428914
Day_Type,3.2486950519658473,0.0022777367774005075,4,55,0.007553508266302501,0.02477350450499216
Week_of_Year,0.4268319847413792,0.04548875140460251,81,6,0.0770762335518813,0.00897894164927493
Quarter,1.8050083330012023,0.0007448285648279374,0,85,0.0,0.018469638547685463
Hour,0.006358845557618831,0.0,6,64,0.0021151533162008106,-0.001068341324753419
Is_Open_Hour,0.05828103962135592,0.0,0,84,0.0,-0.003318564034998417
Is_Close_Hour,0.05337416126756221,0.0018002367524747598,0,87,0.0,-0.00317681921296753
