Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,SHAP_Importance,Correlation_With_Target
Open_BID,0.65774290090618,0.013146106035096583,7,0.0030118279128728428,-0.011129330528074632
High_BID,0.663373752338776,0.017592431608128845,13,0.030381480901167723,-0.011271266513986689
Low_BID,0.6373835902778643,0.023986062430181976,2,0.0021835983085453942,-0.010879953210555016
Close_BID,0.5955052145982132,0.021912513865502303,17,0.01111349151727865,-0.01064019909646774
Volume_BID,2.441473633324839,0.0006669207475078487,25,0.01859272042594064,-0.0215184617861226
Open_ASK,0.6452589111173228,0.016363354192932222,2,0.0033046223552586607,-0.011101407601745272
High_ASK,0.6598990957835807,0.017112998009533475,1,0.0013386251349122077,-0.01127344002974362
Low_ASK,0.6336803454036067,0.024779997837900414,9,0.0076342733747730915,-0.010883973993734308
Close_ASK,0.5916806763590036,0.0173339213499637,14,0.012124636517186796,-0.01061448063120729
Volume_ASK,4.563020809328415,0.0,24,0.010522307939247301,-0.02938524659760766
Mid_Price,0.6072193143986642,0.021397702550829845,1,0.003250437043015579,-0.010627334736013516
Spread,2.1050343342192552,0.00970466408834314,3,0.008581130771598755,0.019964835773862433
Volume,3.45883232933921,0.0012343447272114005,15,0.008451483581671148,-0.025585883287291722
Open_Mid,0.6332913486077515,0.014997451411547846,1,0.00043453380759127204,-0.011115376430678836
High_Mid,0.6677553512208427,0.018833496160611807,0,0.0,-0.011272350822110866
Low_Mid,0.6242920930991693,0.02486318891749706,8,0.020850210123039177,-0.010881963109488524
Close_Mid,0.6072193143986642,0.022057038533458417,0,0.0,-0.010627334736013516
Unix_Diff_Until_Earnings,0.6076285881746769,0.0,175,0.0903114411246855,0.010716822099311685
Month,2.4506888290845388,0.0004460471849390135,28,0.025645732539921126,0.021539207264140714
Day_Type,0.03405895712945764,0.007125876723721447,11,0.0052131986065568825,-0.002541889756685123
Week_of_Year,2.5222786700888253,0.029962116486940804,117,0.1502501773631728,0.02185102420480689
Quarter,3.3613859086351114,0.0,0,0.0,0.02522206625144463
Hour,0.00476153767509165,0.0,4,0.001027557238178016,0.001248857236873846
Is_Open_Hour,0.028094287268823195,0.0038181421466374488,0,0.0,0.0023070008392096497
Is_Close_Hour,0.004019460311056133,0.0,0,0.0,0.0008731728885322809
Day_of_Week,7.675591578001813,0.0,74,0.05710800329162401,-0.03810126906137157
Is_Lunch_Time,2.5877990103354094e-06,0.011873033488662088,0,0.0,2.661887265276164e-06
