Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,62.76055461603012,0.044672311659988306,8,41,0.014674958882115093,-0.10840405532203334
High_BID,62.56505120575652,0.04136381120210619,15,25,0.1021437330614334,-0.10821399661558395
Low_BID,61.51249934958921,0.057982064091296914,9,16,0.008243948021940449,-0.10731698652114119
Close_BID,61.36467184940926,0.03957221378527964,14,25,0.014503243815910765,-0.10720530556814367
Volume_BID,8.745171255258171,0.002118159163540634,2,55,0.0009825246086290667,-0.04066980595730252
Open_ASK,62.73001621991502,0.039888910949500866,1,70,0.001995744486998024,-0.10839203638283301
High_ASK,62.56497618971445,0.048062821303787695,0,87,0.0,-0.10822307565723577
Low_ASK,61.50312824786667,0.04629345681739139,2,67,0.0036582785373379697,-0.10730772134240851
Close_ASK,61.35893901189529,0.039970143087279864,7,41,0.03742216179439837,-0.10720649353048728
Volume_ASK,7.661802435151985,0.006687534912939164,1,62,0.0015170835864640637,-0.038072550103635194
Mid_Price,61.39907208974938,0.037047247450855414,2,59,0.0023259500398026558,-0.10720592299354337
Spread,0.02178118681499111,0.008890724232702096,1,60,0.00012847659747799612,-0.002014084649999859
Volume,8.288516359661765,0.005592665805868258,2,56,0.00375934024908819,-0.03959196124800357
Open_Mid,62.74299996838359,0.03304040315395729,0,87,0.0,-0.10839812759009249
High_Mid,62.57726454382965,0.044486799950473,4,57,0.0023539670325106836,-0.10821853252206637
Low_Mid,61.54920721205665,0.054413564977580986,16,34,0.02335049384844189,-0.1073123782258989
Close_Mid,61.39907208974938,0.038416233406094236,0,86,0.0,-0.10720592299354337
Unix_Diff_Since_Earnings,31.74390704240926,0.0,67,3,0.04684733707925169,0.07731319408969739
Unix_Diff_Until_Earnings,32.6336296361399,0.018726012770636125,90,1,0.09292964222903437,-0.07838156625643933
Month,4.486313012663,0.029790297251110376,29,20,0.03797542090688879,-0.029139922709873645
Day_Type,0.4231063745013184,0.0018384284868153689,6,45,0.007034902123583026,0.008951406234700698
Week_of_Year,4.368846062264511,0.06652054235610039,106,4,0.14543038175696224,-0.0287567679570202
Quarter,1.7990008948427239,0.0,1,69,0.0007704457578181076,-0.018449977855198085
Hour,0.0009187672325994235,0.005491586348259192,1,69,0.0004057355410869183,-0.0006431073806538734
Is_Open_Hour,0.011041430655513555,0.0,0,84,0.0,0.001447926289984025
Is_Close_Hour,0.05551202114140765,0.0,0,84,0.0,-0.003242515173042193
Day_of_Week,0.14674134847431555,0.0,5,55,0.0024667001543604407,0.005276968865018716
Is_Lunch_Time,0.37029976769457507,0.0,0,85,0.0,0.008375793622690253
