Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,57.61227852147563,0.03551507629689299,3,45,0.0015372283709627114,-0.10390737160761176
High_BID,58.113432285571996,0.046054549074707074,16,18,0.08877261393500563,-0.104384773657479
Low_BID,56.70532083340292,0.04985319277441125,10,33,0.008892122890836449,-0.10310448958509255
Close_BID,57.05262889073422,0.04022064782477863,19,5,0.013739697525659953,-0.10342778181896506
Volume_BID,13.226850880119823,0.0,3,51,0.003744440183515893,-0.05001802968137525
Open_ASK,57.5404666069385,0.0382071429387798,0,78,0.0,-0.10391583930998394
High_ASK,58.099304783744664,0.054930507895150305,2,53,0.0026708197410143324,-0.10440080170090127
Low_ASK,56.64405584999784,0.04278516545594124,0,78,0.0,-0.10309850932831921
Close_ASK,57.04459217051063,0.043769012661318385,7,37,0.00939871303027423,-0.10343273952278054
Volume_ASK,11.655697627308562,0.001971612246904897,3,50,0.0017215675261011093,-0.04695265673607096
Mid_Price,57.014580370629055,0.04011479057363587,7,49,0.007684775558905865,-0.10343028825272071
Spread,0.10841216854542528,0.0,0,75,0.0,-0.004543295712210238
Volume,12.570235547024202,0.013895937774277112,0,76,0.0,-0.048757422508014514
Open_Mid,57.60234426293862,0.029713840454784535,0,77,0.0,-0.10391169548179846
High_Mid,58.13892155908443,0.048160051601509046,0,77,0.0,-0.1043927930290316
Low_Mid,56.66783729100719,0.05071478201449864,2,53,0.0017875114109812634,-0.10310151483211882
Close_Mid,57.014580370629055,0.040486261811833346,0,76,0.0,-0.10343028825272071
Unix_Diff_Since_Earnings,39.63421560747534,0.0,106,1,0.0648013669000273,0.08635792760844652
Unix_Diff_Until_Earnings,39.51901642809537,0.013929815350345764,80,1,0.05770811875988347,-0.08623185927240229
Month,1.5488704439878842,0.046904072011850095,34,12,0.03011127877799935,-0.017137415316028637
Day_Type,0.025378225389027714,0.0,2,49,0.0008762664327755293,-0.002193974025431089
Week_of_Year,1.4934014183207105,0.07568697669899005,122,1,0.1314121464218484,-0.01682616680272986
Quarter,0.04113245544052437,0.010295807825829506,0,74,0.0,-0.0027679809936671518
Hour,0.031454538435874306,0.0,0,73,0.0,0.0019299918807860195
Is_Open_Hour,0.025281179766175846,0.0003619399828580505,0,72,0.0,-0.0021888259070692584
Is_Close_Hour,0.010755422059754617,0.0,0,74,0.0,-0.0014273696288000792
Day_of_Week,3.0688410807244693,0.0,19,24,0.0162658493022791,0.024114534639011254
Is_Lunch_Time,0.19461341058254225,0.006381998024339364,0,72,0.0,0.006074128257750999
Time_Since_Open,0.017653767600864408,0.0,0,73,0.0,0.0018318926468054997
score,13.151177157406856,0.4831371311585162,115,1,0.08454218294443927,-0.04987387692889911
rating,21.02410943231061,0.006661541637858814,0,75,0.0,-0.0630064262659289
SMA_3,57.79765308228916,0.058705955067421156,2,47,0.0005362073635441428,-0.10410208990352743
SMA_6,58.567679984824025,0.06433417615418935,7,40,0.014733176916213566,-0.10477961414171233
SMA_12,59.26543766429805,0.059423930225042776,12,18,0.017009847024904854,-0.10541966028048222
SMA_5,58.33416991393596,0.06527005130834351,3,48,0.0030233811889143975,-0.10457757118570044
