Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,42.99269597190955,0.04367838032914406,3,47,0.007777652136030617,-0.08989969510898099
High_BID,43.70645060595272,0.0429760018522376,16,19,0.011726321344223217,-0.09061586569447488
Low_BID,42.14439500733424,0.04389625666040975,6,33,0.00483262687618347,-0.08904893382708678
Close_BID,42.224489024411334,0.045711418709388996,7,34,0.0078007927646783475,-0.08915218800146718
Volume_BID,18.78038848684077,0.0036898574593913214,1,70,0.0002583759239865414,-0.059565530644832165
Open_ASK,42.9568119719012,0.03613848419626353,1,71,0.0005298586134984788,-0.08991202764227424
High_ASK,43.700516516047564,0.0439788576207647,3,70,0.003404795141088227,-0.0906296051198705
Low_ASK,42.182898771878286,0.043152128963478864,3,61,0.0012456130979278113,-0.08904619859774243
Close_ASK,42.28735515487768,0.04989352495468258,13,24,0.020848304107349096,-0.08915240693107629
Volume_ASK,17.945331291331748,0.010764075927859995,0,86,0.0,-0.05823352257787029
Mid_Price,42.26576702409873,0.044886298294738225,4,45,0.0074083050513560076,-0.08915232031262543
Spread,0.006218701090482315,0.0034648834263970585,0,87,0.0,-0.0010997062527167145
Volume,18.567238502273515,0.011802218826930888,1,66,0.0017051653010092735,-0.05923132627266625
Open_Mid,42.970355806953734,0.032468482586512026,0,87,0.0,-0.0899059371379316
High_Mid,43.66343825423906,0.04100540698010691,5,43,0.049933363313344505,-0.0906227419223864
Low_Mid,42.152842741567866,0.04763998181033502,13,14,0.01568596085716204,-0.08904757665423091
Close_Mid,42.26576702409873,0.04700519922437607,0,86,0.0,-0.08915232031262543
Unix_Diff_Since_Earnings,43.97408743016069,0.0,102,2,0.07800064714065381,0.0909347639874909
Unix_Diff_Until_Earnings,43.91591934657369,0.0023050093739371835,82,2,0.0705697229177397,-0.09087233847526477
Month,0.156378864056794,0.04893429785965053,36,22,0.03752794641233617,-0.005459196494484786
Day_Type,0.007240691185581518,0.0,2,59,0.00100805534551476,0.001177012934931554
Week_of_Year,0.11170704040698061,0.09931364503229512,108,5,0.1411369628426917,-0.004574306764880021
Quarter,0.4296788169083074,0.0024125455218297898,0,83,0.0,0.009039592623594217
Hour,0.06286871016195392,0.0,1,63,0.0012603063257401962,-0.0035685275210539658
Is_Open_Hour,0.08799635560884693,0.0023494343306063037,0,85,0.0,0.004084972839336842
Is_Close_Hour,0.013514714173037451,0.0,0,85,0.0,0.0015995744179235771
Day_of_Week,0.652601288484418,0.0,11,55,0.006087426330803669,0.011120307402052276
Is_Lunch_Time,0.0022771962171419954,0.0,0,83,0.0,0.0006513381958939135
Time_Since_Open,0.06073318787666837,0.0044924847694916,0,84,0.0,-0.0033836444754342665
score,8.632783916059791,0.4625257581079991,122,5,0.0837916942969105,-0.040421161838540165
rating,13.550164502800307,0.011778352967867445,0,84,0.0,-0.050623338891455205
SMA_3,43.11390540119132,0.05063488177519404,3,69,0.003515806509098273,-0.09005292347557159
SMA_6,44.17555816636676,0.058101491860719,3,52,0.004871780437806578,-0.09113248385344264
SMA_12,45.3187444087231,0.05440418601507324,14,28,0.01274232388610245,-0.09229146848746694
SMA_5,43.821372620044244,0.058974565964899694,8,22,0.012952435175911515,-0.09079372211800774
SMA_10,44.996731535883505,0.046091997802940377,6,54,0.01270700891844912,-0.09199927919096851
SMA_20,46.472786611923766,0.04548000570959876,41,4,0.04226048669477887,-0.09345651633225316
EMA_3,43.07705329493265,0.05912362377722413,8,46,0.01520188991611628,-0.09000373520053628
EMA_6,43.93024084191098,0.053930783828750606,5,44,0.0072597312705926335,-0.09091231155755963
EMA_12,45.16403222441113,0.04583586100080628,9,37,0.014141808352283252,-0.09216936730609149
EMA_26,47.781620382930555,0.05075748462265972,18,28,0.09966505899589988,-0.09473982812431814
MACD,6.8620151643368335,0.0,15,25,0.011071028990543713,0.03604725689609012
Signal_Line,7.304810048802905,0.020755984492029755,76,4,0.04634070203951866,0.03719055934345228
%K,2.6768298726353184,0.004837884408005699,11,27,0.01991830468561317,0.0225257087628421
%D,2.7661015535022506,0.001167620568606198,7,46,0.011032456216905248,0.022896685762717084
CCI,2.831586834447931,0.007077648561157224,20,10,0.03346720223807164,0.023164776178902002
Return_1H,1.3866943257629945,0.0,3,65,0.0011028735707811343,0.01621299796624065
Return_3H,3.293747723788921,0.0,8,27,0.013015650906213308,0.024982694034526354
Return_6H,3.7263152669614277,0.006505884266080786,9,38,0.01350783290118737,0.02657155893076446
RSI_long,8.123362457508398,0.014660807719502511,5,52,0.004006197777940645,0.03922987658454957
RSI_short,8.123362457508398,0.014650558197311758,0,82,0.0,0.03922987658454957
Middle_Band,46.472786611923766,0.045337608514510075,0,81,0.0,-0.09345651633225316
Upper_Band,49.60593181829937,0.0806425118520564,21,18,0.019632504497991112,-0.09648774371950708
Lower_Band,42.731512970174315,0.07818770055773672,18,23,0.01690317570387385,-0.08966817561741935
BB_Width,7.575251601156109,0.017111793734743364,24,20,0.024019559563050016,-0.03787069018145672
High_Low,9.717169557573136,0.005585392863332261,4,62,0.002030513672107079,-0.042885519290649654
High_Close,2.631973708941019,0.0,5,48,0.006618352362801972,-0.0223352480512915
Low_Close,2.264320890665706,0.009996077914130597,3,62,0.0029945697515693912,-0.02071540782799275
True_Range,6.861772846251223,0.0,1,64,0.0005631309471566818,-0.03604707563729903
ATR,11.455844370266039,0.007730039180130932,3,41,0.0049452351797805855,-0.046560418399772985
Volume_SMA_3,21.151359434713214,0.00959948035060676,14,41,0.013124071338074597,-0.06320167542209987
Volume_SMA_6,21.746969972313696,0.023696659035283618,44,10,0.050567672654058565,-0.06408382277718916
OBV,1.1508867410488137,0.012246594861200721,100,7,0.15080168899720975,-0.014748768287244474
