Datetime,Open,High,Low,Close,Volume
07.10.2024 13:30:00.000,224.594,224.674,224.484,224.484,80
07.10.2024 13:30:01.000,224.473,224.554,224.374,224.374,120
07.10.2024 13:30:02.000,224.373,224.583,224.373,224.483,100
07.10.2024 13:30:03.000,224.534,224.594,224.533,224.574,110
07.10.2024 13:30:04.000,224.623,224.794,224.623,224.794,40
07.10.2024 13:30:05.000,224.793,224.794,224.584,224.634,50
07.10.2024 13:30:06.000,224.633,224.634,224.633,224.633,30.000000000000004
07.10.2024 13:30:07.000,224.704,224.804,224.704,224.753,70.00000000000001
07.10.2024 13:30:08.000,224.734,224.734,224.694,224.734,70.00000000000001
07.10.2024 13:30:09.000,224.703,224.783,224.703,224.773,70.00000000000001
07.10.2024 13:30:10.000,224.784,224.803,224.693,224.693,80
07.10.2024 13:30:11.000,224.723,224.723,224.654,224.693,70.00000000000001
07.10.2024 13:30:12.000,224.723,224.734,224.713,224.713,30.000000000000004
07.10.2024 13:30:13.000,224.774,224.834,224.773,224.773,40
07.10.2024 13:30:14.000,224.783,224.853,224.783,224.853,30.000000000000004
07.10.2024 13:30:15.000,224.874,224.954,224.874,224.954,30.000000000000004
07.10.2024 13:30:16.000,224.934,224.993,224.913,224.913,70.00000000000001
07.10.2024 13:30:17.000,224.913,224.913,224.894,224.904,70.00000000000001
07.10.2024 13:30:18.000,224.913,224.964,224.913,224.964,70.00000000000001
07.10.2024 13:30:19.000,224.963,225.093,224.963,225.093,50
07.10.2024 13:30:20.000,225.123,225.123,225.084,225.084,60
07.10.2024 13:30:21.000,225.023,225.024,224.993,224.993,40
07.10.2024 13:30:22.000,225.033,225.064,225.033,225.064,30.000000000000004
07.10.2024 13:30:23.000,225.063,225.114,225.063,225.103,50
07.10.2024 13:30:24.000,225.104,225.104,224.974,224.974,50
07.10.2024 13:30:25.000,224.943,224.944,224.943,224.943,30.000000000000004
07.10.2024 13:30:26.000,225.004,225.084,225.004,225.084,30.000000000000004
07.10.2024 13:30:27.000,225.033,225.033,225.033,225.033,10
07.10.2024 13:30:28.000,225.023,225.063,225.023,225.063,20
07.10.2024 13:30:29.000,225.063,225.064,225.063,225.064,60
07.10.2024 13:30:30.000,225.024,225.024,224.943,224.944,60
07.10.2024 13:30:31.000,224.983,224.994,224.954,224.993,70.00000000000001
