Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,RFECV_Ranking,SHAP_Importance,Correlation_With_Target
Open_BID,45.110186098701426,0.041549569061653635,2,56,0.0018241898729519565,-0.09211635860179967
High_BID,45.613149527083884,0.034372669458167415,8,15,0.035968409035092186,-0.09266740195207035
Low_BID,44.39468597797329,0.04260539584133438,4,31,0.005326590875129184,-0.09143038067277232
Close_BID,44.62837496164683,0.056825280027623215,14,9,0.01178712533254694,-0.09163872418089625
Volume_BID,18.344155333483382,0.00453568402403981,6,58,0.003772152827681483,-0.05890002448681031
Open_ASK,45.101662064348865,0.03914843611856478,4,43,0.011443072050359286,-0.09212779072542787
High_ASK,45.69255068133963,0.045949322136826565,4,48,0.008991850944013923,-0.0926866453357249
Low_ASK,44.38239381672561,0.03986594631862328,0,83,0.0,-0.09142341049295766
Close_ASK,44.64263095224072,0.047419961819524126,2,54,0.002628977591915575,-0.0916527012545707
Volume_ASK,17.87168916486892,0.0069888470340462305,2,54,0.0012162047757132953,-0.05813992400261281
Mid_Price,44.64183749099663,0.05134802165132224,8,39,0.009471175595069064,-0.09164573922587138
Spread,0.6058062657280675,0.0,0,83,0.0,-0.010727151224273257
Volume,18.315503693932715,0.012243641380248693,1,58,0.0028112534141187355,-0.05885005865483883
Open_Mid,45.07413991770731,0.03775755008152104,0,82,0.0,-0.0921221519631672
High_Mid,45.670722115174065,0.041508989634132076,4,32,0.0036410951688750064,-0.09267702516458343
Low_Mid,44.40036038115582,0.042246142277331256,1,61,0.0035700272026542392,-0.09142691373694767
Close_Mid,44.64183749099663,0.0529446517687433,0,82,0.0,-0.09164573922587138
Unix_Diff_Since_Earnings,56.546805018595066,0.0,100,1,0.07668942353681237,0.10304397277349153
Unix_Diff_Until_Earnings,56.775176093507746,0.0,86,1,0.07092927758047528,-0.10325011385532434
Month,0.2110192037479273,0.042800088926159496,32,19,0.03846911560632471,-0.006346451074932702
Day_Type,0.09772700200802485,0.012544594811831233,2,49,0.0007664112388112092,0.004306756774894893
Week_of_Year,0.21614440862536946,0.08485034289943427,111,1,0.1873740592556661,-0.006410509859051672
Quarter,0.5324947506741399,0.0,0,79,0.0,0.010052928322693333
Hour,0.0005816809900852112,0.009341167946263829,0,78,0.0,0.0008636074895775891
Is_Open_Hour,0.009007197026142041,0.0,0,81,0.0,0.0013073000591248274
Is_Close_Hour,0.016667708313699514,0.0,0,80,0.0,-0.0017770172416931018
Day_of_Week,0.16876497047984146,0.0,4,42,0.00336678863349555,-0.005659689208641794
Is_Lunch_Time,0.02061121966928398,0.009525400256302552,0,80,0.0,-0.001977782856556587
Time_Since_Open,0.005204288213996244,0.0014694740132425999,0,79,0.0,0.0010307863190064381
score,9.67837730886309,0.4847962529836274,119,1,0.06994957590673984,-0.04281848738659022
rating,14.271354758293217,0.01208806414068797,0,81,0.0,-0.05197407784180541
SMA_3,44.93145364125146,0.060970244468391055,5,35,0.01425179678443002,-0.0919635691988887
SMA_6,45.5120639252515,0.06145504139870028,16,5,0.01296385082368925,-0.09253683000144974
SMA_12,46.897279802436955,0.06267211916112769,7,49,0.010121782908230457,-0.0939576825258408
SMA_5,45.27044938228183,0.05027183531336732,6,29,0.005222389841787774,-0.09228559421700311
SMA_10,46.433768181683455,0.046979103177038795,3,45,0.004263507609846144,-0.09348144802081748
SMA_20,48.77896049376916,0.046266509410105794,15,20,0.016222180181431532,-0.09580096160964047
EMA_3,44.964894677530474,0.05787487538120284,7,37,0.007220100782897265,-0.09202827981243544
EMA_6,45.63982264234404,0.046859446011904504,5,37,0.005041456334933107,-0.09267213078526026
EMA_12,47.02014216091893,0.05385862699796884,18,17,0.011931144889080356,-0.0939955547434721
EMA_26,49.8585501316872,0.045012853881439385,69,1,0.1693322488746026,-0.09683890024112252
MACD,8.7657322014454,0.002649452120167428,9,30,0.006053035156426222,0.04075386618258037
Signal_Line,9.259496869520591,0.011256525602952205,60,2,0.041892741463497536,0.04188395936470002
%K,2.5035227435808616,0.013510358894785801,5,41,0.005563753506631422,0.02179224967748894
%D,3.2002204846303517,0.013278884100766719,6,45,0.0030936478342318925,0.0246335324889273
CCI,3.783800149868927,0.001253731865730634,23,14,0.018594811538711863,0.026788227595766045
Return_1H,0.20972469311134703,0.0,3,60,0.0013223397339300821,0.006308882419904904
Return_3H,0.12900353765440273,0.0,26,12,0.06369090101109645,0.004948025947466572
Return_6H,1.4692088998542687,0.0,7,28,0.0029182607804352553,0.01669622877357102
RSI_long,9.927553040697937,0.015266729667021695,5,51,0.004486585145212557,0.0433727661635217
RSI_short,9.927553040697937,0.015237074358481983,0,75,0.0,0.0433727661635217
Middle_Band,48.77896049376916,0.046412636918213845,0,75,0.0,-0.09580096160964047
Upper_Band,54.17014635306945,0.08698707108401171,18,26,0.018056406906189152,-0.10092519671934497
Lower_Band,42.89746233849961,0.07266317277778822,21,16,0.026747396355483916,-0.08989704161808199
BB_Width,19.938520181403554,0.016400976057470373,15,24,0.015126982685570287,-0.06139858357942529
High_Low,5.876801291613099,0.0,1,53,0.000714046430440118,-0.03337600771121174
High_Close,1.7564458845743154,0.0,2,52,0.0019211448748994127,-0.0182533343630098
Low_Close,1.5974485168651353,0.0,5,47,0.00226153839690264,-0.01741186127878791
True_Range,4.432289377193211,0.0,0,77,0.0,-0.028993608378073077
ATR,17.17023633949229,0.007121582691854922,16,18,0.020310171990332103,-0.05698600777574825
Volume_SMA_3,24.29763241404078,0.006717817799981596,15,32,0.02347794509416217,-0.06775124784620701
Volume_SMA_6,31.67127679437938,0.018774513744511667,45,7,0.04538433107284997,-0.07729819714076314
OBV,0.8362933430412286,0.019617868010316952,92,1,0.14965814953094653,-0.012666792924008519
MF_Multiplier,0.9821990166064719,0.0,3,50,0.0015911379320914395,0.0136519383572562
MF_Volume,0.7308260666022917,0.003844103793134046,3,43,0.006250770070547516,0.011776366424555595
CMF,15.057589411594765,0.006192774158972458,47,9,0.03614584351308344,0.05338185999240963
Volatility,9.340580540746545,0.0038867373915814074,12,36,0.011748032732716818,-0.04206879188323143
Return,0.20972469311134703,0.0,0,76,0.0,0.006308882419904904
Volume_change,1.0742982540824666,0.0,1,55,0.0008492927631327242,0.014277384800964299
Lag_Mid_Price_1,45.04997490284743,0.04041552299816309,0,77,0.0,-0.09206090711441561
Lag_Mid_Price_2,45.03223953673095,0.047979571546498345,0,78,0.0,-0.09203502759973503
Lag_Mid_Price_3,45.238986495674034,0.04439937764497759,7,47,0.00559751836682386,-0.09228245320657891
Lag_Mid_Price_4,45.87929344375851,0.049860732478066216,15,27,0.011428726411649217,-0.09295222382621304
Lag_Return_1,0.02835769785691008,0.0,5,46,0.008301967099439466,-0.0023199054450131484
Lag_Return_2,0.10722926322897426,0.0,4,50,0.004297296044935074,0.004511151728946672
Lag_Return_3,0.81087753300107,0.001261130580315184,2,52,0.0015015854231690082,0.012404516604186178
Lag_Return_4,0.6141272694341492,0.0022873818910358334,1,53,0.0005068410647253704,0.01079543378845571
Return_1,0.20972469311134703,0.0,0,76,0.0,0.006308882419904904
Return_5,1.0538164655208664,0.0,17,22,0.03784586559538102,0.014140818827165447
Return_10,2.2559253244973436,0.0,18,23,0.018349017282417345,0.020687379947510465
Rolling_Mean_5,45.27044938228183,0.05061206262191198,0,74,0.0,-0.09228559421700311
Rolling_Std_5,9.340580540746545,0.004461500167539212,0,74,0.0,-0.04206879188323143
Lagged_Volatility,9.545298897685843,0.0,11,33,0.007783031891277968,-0.04252536231123116
Hammer,0.0004889550158691579,0.004633465249116897,0,73,0.0,0.0003010275868291501
Rolling_Skew,2.408831872913413,0.009146121378611483,50,7,0.04635113851944542,0.02137665239772968
Rolling_Kurt,0.2070127020296498,0.006224659578051073,20,16,0.011560618495768463,0.006276035743332353
Price_Z_Score,4.032906488408804,0.0,20,3,0.013249048509740909,0.027655288195950867
Conversion_Line,46.903732333698265,0.19258121439442188,11,38,0.011506555867098681,-0.0939379400358149
Base_Line,49.15270634595162,0.28477155458846193,33,19,0.07632643080600127,-0.09613286466787052
Leading_Span_A,56.934814079709696,0.1559588179934257,130,1,0.11664098507284043,-0.10334564377922106
Leading_Span_B,63.165040469514565,0.3151501244833843,129,1,0.22499717113567333,-0.10882880183896759
Williams_%R,2.5038512900526904,0.013720628925773415,6,29,0.0024691852138744304,0.021792250387051126
High_Low_Ratio,-0.29423649888383135,0.0014202708638353378,5,55,0.001827998346099561,-0.012077900936226627
Close_Open_Ratio,-14.392214162870015,0.006876724570036519,2,57,0.0015905236507405428,0.010413707207057143
Order_Imbalance,0.048102443469997445,0.013124050877256321,7,35,0.010726434687709502,-0.0030212056400245046
VPT,65.94856671184863,0.09168471258701238,111,1,0.2449270301219061,-0.11118463601614081
A/D_Line,2.933934776207076,0.09928418559344676,96,2,0.15287912265060496,0.023614984923653992
Support_10,44.209672168685685,0.30461474668823385,17,25,0.022741616467547215,-0.09121444397174372
Resistance_10,49.37465511649966,0.33519331357433857,12,38,0.020990653685004475,-0.09636085559537833
Support_Close_10,43.4165786525326,0.3082565851407484,12,25,0.0066628429951862845,-0.09040222203451442
Resistance_Close_10,49.06903614584005,0.34034772841201,19,18,0.027382892110220814,-0.09602091883186858
Support_20,43.769971680904334,0.3286397984795211,31,8,0.05026110136456837,-0.090766484243062
Resistance_20,53.56802940504412,0.35928994699861727,21,24,0.05496935599702597,-0.10029114884059709
