Feature,Univariate_Score,Mutual_Info_Score,LightGBM_Importance,SHAP_Importance,Correlation_With_Target
Open_BID,12.353995171511691,0.055964580518352625,14,0.014318909345699788,-0.04824173735402226
High_BID,12.253015445187227,0.04618871946651959,11,0.01816907230575862,-0.04816079675614304
Low_BID,12.135040531443618,0.055258035666227556,12,0.006881289235676585,-0.047844146987724656
Close_BID,11.914043080346437,0.05260068804692608,10,0.006576648351615548,-0.047406477038986594
Volume_BID,3.565045498092514,0.0,13,0.007332947197355232,-0.025965725544899954
Open_ASK,12.284815211290663,0.05519329329856215,1,0.0017364542572589228,-0.048231425376002335
High_ASK,12.258534935802153,0.04607558296194414,5,0.009135612109920581,-0.04814925802787906
Low_ASK,12.084402055033447,0.05060200413633331,4,0.017168726396093816,-0.047805661922932785
Close_ASK,11.87457247649273,0.050873702162912204,8,0.009653771721808101,-0.04737191854117273
Volume_ASK,5.5545388403003715,0.0,7,0.009162649382690501,-0.03241943350455401
Mid_Price,11.857398637161166,0.05279674610860585,2,0.0015997577090958754,-0.04738920262871105
Spread,3.3159341215637674,0.008055970875528562,5,0.002485982554357135,0.02505255905816739
Volume,4.547331432276107,0.0,3,0.0022534971464541554,-0.02933818381943354
Open_Mid,12.313682589453732,0.05418038382945123,2,0.001961849494547396,-0.04823660994039081
High_Mid,12.27039777163261,0.04349851031319374,5,0.02463996639331733,-0.048155028530679544
Low_Mid,12.080797458077864,0.05225640271741816,5,0.0042062657146605545,-0.047824906479737805
Close_Mid,11.857398637161166,0.05510239258530114,0,0.0,-0.04738920262871105
Unix_Diff_Until_Earnings,1.141632596188448,0.0021206727529630154,209,0.13499288899842565,-0.014703559172630776
Month,0.5627662560166166,0.015374881198048973,36,0.03842623628762158,-0.01032557311009441
Day_Type,9.999374745377418,0.005852635868724088,22,0.06077237679798346,0.043477060957229696
Week_of_Year,0.3642356866828602,0.0640129940376497,176,0.2727489734491549,-0.008301579575800133
Quarter,0.14817931596020337,0.006943805954281013,0,0.0,0.005290160028380342
Hour,-0.00524206747837664,0.0,1,0.0004147293966099392,0.00015704426118645642
Is_Open_Hour,6.868243500473482e-05,0.0009584356662244442,0,0.0,0.00011970673949690536
Is_Close_Hour,0.00018642118357597263,0.0006891574991247928,0,0.0,-0.0001910730788949877
Day_of_Week,2.5407944239691878,0.0010719883753895765,28,0.04542082992432814,-0.021933521495157038
Is_Lunch_Time,0.03411763238657736,0.0,0,0.0,0.002541884474339895
Time_Since_Open,-0.00036047854152894144,0.0026761001720880806,0,0.0,0.00017656005911703687
score,28.063349254839796,0.43931388325945475,194,0.16728402064921202,-0.07270502350849029
rating,36.92023251493503,0.007967840018307193,3,0.009716824854536123,-0.08333038596083497
SMA_3,11.929967529360622,0.06664402315751561,6,0.013797507204768916,-0.04754365676345529
SMA_6,11.946154191914745,0.05636292141425292,8,0.00483102428612631,-0.04749005721901156
SMA_12,11.97988225755344,0.04978887409317023,10,0.009863753663849494,-0.04761163130222812
SMA_5,11.994713525992935,0.05365620119535652,7,0.007149542072875427,-0.04756018964543074
SMA_10,11.954241885312925,0.047816968432029094,14,0.06061963670085972,-0.04750574944564434
SMA_20,12.041757194714972,0.041206408842307196,22,0.015589710470644886,-0.0476769915070534
EMA_3,11.923185360498342,0.05797364328351118,7,0.010572668512666781,-0.047497342292757594
EMA_6,11.936740633857706,0.05463168459420298,7,0.010273097094450262,-0.04754199057108721
EMA_12,11.956106667279018,0.05291754260338788,4,0.00472020127903175,-0.04756632517002224
EMA_26,11.886056674391966,0.045841292294539704,13,0.009636061782328878,-0.04737503162108503
MACD,0.45950313027330986,0.008936134132991214,111,0.09609069157216597,-0.009328481917219023
Signal_Line,0.7089419062665755,0.0003215985489875006,105,0.06640860035920301,-0.011586748981496697
%K,3.469414759089504,0.009168040285334689,4,0.0038124047507108495,0.025630161152577102
%D,2.5153693179160275,0.003641571485353934,34,0.02876058085603075,0.02181880515912127
CCI,0.8369528984129597,0.009876507183580241,52,0.055761837472977346,-0.0125892303232078
Return_1H,0.078115737867833,0.0,10,0.0036044347307369337,0.003846351792859082
Return_3H,0.024135750104315214,0.00346396651302161,10,0.01310487270172497,0.002138026146761174
Return_6H,0.03220026161017906,0.0,20,0.013639292657205721,-0.0024694899480408594
RSI_long,0.8706758278679394,0.0,46,0.027387911251233306,0.012828689267215587
RSI_short,0.8706758278679394,0.0,0,0.0,0.012828689267215587
Middle_Band,12.041757194714972,0.041584527400092997,0,0.0,-0.0476769915070534
Upper_Band,12.15455512107267,0.07302487375073041,24,0.031905810694373135,-0.04787736926854791
Lower_Band,11.755441222497906,0.07730999257749671,27,0.020806069333598787,-0.04713611029196102
High_Low,0.617189306978122,0.0,0,0.0,-0.010821860749587131
High_Close,1.399020682501447,0.00899845007096367,13,0.03506181626136676,-0.01627585339866755
Low_Close,0.15148399465780918,0.0,9,0.009902941800385867,-0.005362164607802811
True_Range,0.9429678913783335,0.0,6,0.0029990043141130207,-0.013367926141924613
ATR,1.662176525722648,0.00033191444958791116,99,0.061591930332873655,0.017753888976869803
Volume_SMA_3,4.4081980919955255,0.0,16,0.008812298400480024,-0.028891749902744124
Volume_SMA_6,3.6549727272052306,0.008340380339654008,65,0.08000478718266932,-0.02630354925883438
OBV,0.10750453319958597,0.047156178177050645,125,0.17067216493173282,0.00423192106415371
MF_Multiplier,5.839384593957807,0.005527640130337685,3,0.0008970826284263779,0.03323750299454087
MF_Volume,5.1463596488647045,0.00041957225696909184,3,0.002435047855177069,0.031204800553354062
CMF,11.139477786815828,0.0022393971913454713,91,0.051107276866495584,0.045883783897266994
Volatility,3.4488649114719196,0.005262180445920084,5,0.005272221481914483,-0.025551744888780092
Return,0.078115737867833,0.0,0,0.0,0.003846351792859082
Volume_change,0.00047188702716917743,0.0,6,0.003914176996710232,-0.0002981201622667129
Lag_Mid_Price_1,11.961109745194099,0.046364595887989246,18,0.017417263883387428,-0.04753801387265133
Lag_Mid_Price_2,12.0150124382966,0.046288917202608415,7,0.008049927823400782,-0.04763956320615392
Lag_Mid_Price_3,11.957015668935291,0.048246652542118795,2,0.00199496478807806,-0.04758022194014799
Lag_Mid_Price_4,11.893536986252302,0.044771210526760585,8,0.003462467715534509,-0.04746091693364729
Lag_Return_1,0.04093559379793782,0.0,3,0.0011652460035164636,0.0027844016819136286
Lag_Return_2,0.03283360665131337,0.0,3,0.0014014526046188906,-0.0024936750970043775
Lag_Return_3,0.018986478909353344,0.00041445428992736844,9,0.0035192773176659217,-0.0018962908900803654
Lag_Return_4,0.322662629048246,0.004112686529767151,2,0.0005474960936495947,-0.007817063522520318
Return_1,0.078115737867833,0.0,0,0.0,0.003846351792859082
Return_5,0.03993140499198822,0.019374996018144408,19,0.03134702963146711,-0.0027500326316243218
Return_10,0.02974781346205888,0.0012048002161793026,23,0.010865351888758673,0.0023735615663005305
Rolling_Mean_5,11.994713525992935,0.053377213606526475,0,0.0,-0.04756018964543074
Rolling_Std_5,3.4488649114719196,0.005373670201483938,0,0.0,-0.025551744888780092
Lagged_Volatility,2.0559310481205983,0.009614752955840578,19,0.021402395275454542,-0.019723471377183444
Hammer,1.5156132118829666,0.0,0,0.0,-0.016940167544817086
Rolling_Skew,5.043855148814876,0.009822255284087644,94,0.039013531522767785,-0.030892776761046292
Rolling_Kurt,0.4669698358273085,0.014972885015538395,79,0.030765299935437924,-0.009404410497550586
Price_Z_Score,0.14273493743698984,0.0,17,0.011502188156507666,-0.005199380714064006
Conversion_Line,13.049799228735226,0.18779134674962483,13,0.016183866550189063,-0.04966110519630007
Base_Line,12.80131988247927,0.2840696393173576,43,0.03675906742553131,-0.04913720104353558
Leading_Span_A,10.966774899113423,0.15709192133780725,120,0.08925204758374776,-0.04557508564826307
Leading_Span_B,13.554309223803017,0.25525916278945493,201,0.22621734719532438,-0.05068770009272683
Williams_%R,3.471510301043133,0.009049072251501977,4,0.002873561194539081,0.02563016189472478
High_Low_Ratio,-21.232872944851845,0.0,3,0.002335300716202694,0.000676360772672524
Close_Open_Ratio,-10.10486230772247,0.0,11,0.008322340493876987,0.023580313859245194
Order_Imbalance,7.183589359871954,0.0,14,0.023171385908100216,0.036860244970881695
VPT,23.972921880172855,0.051958769207453015,163,0.17214904215381702,-0.06721060837311654
A/D_Line,0.1831106170866121,0.06874331072249129,87,0.07519186236451463,0.0059460257474839295
Support_10,12.936747452159983,0.2882668739774519,22,0.0184203217458612,-0.049480932973816394
Resistance_10,13.286626292528284,0.29551962214535066,36,0.08617997630361028,-0.05009711648560611
Support_Close_10,11.789024376110369,0.3013446492113405,15,0.014791545202808606,-0.0471926374079743
Resistance_Close_10,12.915345255148557,0.2921010191268898,31,0.08632416474548232,-0.04945904223610498
Support_20,13.47123830511168,0.30211338985273795,40,0.0420087829685627,-0.050525463366064116
Resistance_20,12.780271604038655,0.298485055684111,42,0.03863801592464293,-0.04915280603472638
Support_Close_20,12.25412697504063,0.30055731572635724,41,0.07633281598758923,-0.04809411173880562
Resistance_Close_20,12.519970837995935,0.27913888376828155,21,0.031189811625175114,-0.04865681134780586
SMA5_Volume,13.195645134755464,0.0,9,0.005622899668112836,-0.04993177592118769
RSI_Volatility,2.351531621114474,0.0,14,0.007379307031745571,-0.021100519441120014
