Feature,Univariate_Score,Mutual_Info_Score,Random_Forest_Importance
MF_Volume,23.566508342999228,0.0,0.013415025328341918
CMF,23.900670998931027,0.0012555362630222167,0.017864695138941854
Volatility,0.4955943588772653,0.0015208539071842608,0.01355500224073175
Return,-275.47785554170144,0.0022305415889294355,0.011156915357939771
Volume_change,0.4065440907505355,0.0,0.014868975248258517
Lag_Mid_Price_1,0.7185664029204973,0.004459629750905636,0.005224542784880345
Lag_Mid_Price_2,0.6903747375177876,0.0021904348428907205,0.0059445610926669445
Lag_Mid_Price_3,0.734385397913398,0.002707772239683326,0.006031140117503816
Lag_Mid_Price_4,0.7638443435601447,0.0020717284816917925,0.0063193817841817905
Lag_Return_1,245.68485423764224,0.0013464069070550089,0.014216933879576319
Lag_Return_2,-214.0956200157292,0.003298027515661772,0.014367565505540516
Lag_Return_3,-399.4204314086267,0.0016591401880488021,0.014632873566005497
Lag_Return_4,177.24847994954314,0.0019488866328059018,0.014639160495376235
Return_1,-275.47785554170144,0.0016388450572215607,0.011095901719772136
Return_5,-5.0002175572612595,0.002950802569835931,0.014653547376190599
Return_10,53.163752984846056,0.0033044270873980874,0.015947783038489198
Rolling_Mean_5,0.692540693407678,0.005135423230822944,0.0055357446605819975
Rolling_Std_5,0.4955943588772653,0.0005430651427800193,0.013671007418401384
Lagged_Volatility,0.028778338287806557,0.0,0.01473639981774631
Hammer,4.500760039826543,0.0,0.0008781534030470578
Rolling_Skew,0.5024457606214988,0.003133613633059973,0.01910184800113807
Rolling_Kurt,1.8912613275832324,0.003748488577845377,0.019176105404390565
Price_Z_Score,49.99480859811509,0.0,0.014597609808002045
Conversion_Line,0.7268839721435577,0.07409598387068184,0.0061656343899257424
Base_Line,0.8214836916984959,0.1062714449226001,0.007564740704136253
Leading_Span_A,0.8676093426442414,0.06746756848807234,0.010941741236377978
Leading_Span_B,0.7227915654371464,0.08478253468249797,0.010819684561659226
Williams_%R,47.79298243099569,0.005084066964972989,0.01380948908874103
High_Low_Ratio,0.0944959204449405,0.0,0.01270205887059079
Close_Open_Ratio,16.65488903984954,0.0041039666304754086,0.011923123392887185
Order_Imbalance,2.443925902926828,0.013348937613526513,0.0034484390077525865
VPT,-0.0708278861694696,0.01637608659523293,0.017474318803544494
A/D_Line,0.5332442219451243,0.015151174784012511,0.016759258566072518
Support_10,0.7629127089157285,0.045863171698860894,0.006233522211910791
Resistance_10,0.7242672408921684,0.04594211984684726,0.006147784069759233
Support_Close_10,0.7643606760519572,0.05110580681405441,0.005872383069178191
Resistance_Close_10,0.6942200816576489,0.053127036310691045,0.005975202917138295
Support_20,0.8068593401007211,0.04591307358595276,0.006643741354899525
Resistance_20,0.7705178403446479,0.04387867768561837,0.006532197845609999
Support_Close_20,0.8167214780929223,0.052569063648924,0.006524769715404631
Resistance_Close_20,0.7684435421008263,0.05174861163668765,0.006535042752696308
SMA5_Volume,1.934820506165487,0.001707466052725426,0.012688958390338824
RSI_Volatility,0.8372990294808215,0.00100218517481232,0.01445660998536649
