Feature,Univariate_Score,Mutual_Info_Score,Random_Forest_Importance
Open_BID,0.6651313502275213,0.0004974126170329551,0.005170466398627147
High_BID,0.6969354198994586,0.004230836412554506,0.005251077613740895
Low_BID,0.6270490622869744,0.0024476049293447044,0.005316719129040099
Close_BID,0.6396434840953523,0.004262547241241643,0.005494961306732635
Volume_BID,2.0638025906750253,0.00067559800244954,0.011624137121916879
Open_ASK,0.6797201615043242,0.0032243725263654266,0.005201426950601623
High_ASK,0.7100336198558993,0.0062633725964160725,0.0052257038689925515
Low_ASK,0.6652129703709941,0.0046280172901926875,0.0052036612847494255
Close_ASK,0.6341272659197653,0.0030909969465404696,0.005521358959430265
Volume_ASK,2.54764841156229,0.00030142021169643485,0.011370281596722624
Mid_Price,0.642295816439172,0.004367464445133917,0.005583813018170272
Spread,7.396350698353265,0.0,0.005860521601871448
Volume,2.361701236575186,0.002176563304898238,0.011512025034327501
Open_Mid,0.6893232390836997,0.0037587777562724245,0.0051710778298549006
High_Mid,0.658871130227783,0.00789173608139726,0.005554583841854125
Low_Mid,0.6559443781620203,0.0029029033964242945,0.005588214946099195
Close_Mid,0.642295816439172,0.0033765348797925032,0.005583125759032124
Unix_Diff_Until_Earnings,1.7706813499331964,0.018739415314600105,0.018546707105091587
Month,1.0504663869412667,0.0,0.0031495601170410783
Day_Type,3.2192691024420523,0.004387349713593558,0.0025451132975541826
Week_of_Year,0.5755529386232674,0.0,0.006162697858976449
Quarter,3.174235535876535,0.005159460929220039,0.0016349096390871746
Hour,14.772153364844655,0.0044566864906421255,0.005423814654122044
Is_Open_Hour,11.333606690846125,0.0,0.00047911054877822066
Is_Close_Hour,3.256997431323625,0.0014182656098964408,0.0013525578180706738
Day_of_Week,0.6364803448858295,0.004347294223349563,0.004822905804929857
Is_Lunch_Time,5.427957219978916,0.0050075681919312665,0.001632355097459094
Time_Since_Open,13.8445642621466,0.0031369336013897797,0.005498006747085623
score,16.20398226894143,0.0032687431867550742,0.010344741352347763
rating,14.093573263284862,0.0039022462317992446,0.0021800503520606252
SMA_3,0.6573868027107304,0.0026270273992070603,0.005373066377998047
SMA_6,0.6954224884979745,0.004759940996342582,0.005681561617236881
SMA_12,0.7091681662960191,0.007311002863772176,0.006512565559216801
SMA_5,0.692540693407678,0.004335937715807203,0.00560327423295753
SMA_10,0.7275229390304815,0.005763953624500218,0.006168599808133545
SMA_20,0.8261271473360547,0.008405012574154824,0.007128963140216553
EMA_3,0.6562105200543822,0.003835360898387208,0.005593620373755459
EMA_6,0.7031174342777677,0.0078019650284903985,0.005474008314528451
EMA_12,0.7656382568605812,0.006998442334462451,0.0059170873941147215
EMA_26,0.7665168370175658,0.010858465001457374,0.007295234078926627
MACD,13.453819398445745,0.001715910553886646,0.017213614679858456
Signal_Line,-6.193855941895773,0.00021957711842990335,0.0180297308063669
%K,47.79298243099569,0.006592417624766478,0.013654317051674476
%D,29.440176951592807,0.0022293821406571546,0.015156007539484984
CCI,41.81087181065979,0.0,0.014912656548399319
Return_1H,-275.47785554170144,0.001725534896179104,0.011247499567037984
Return_3H,-9.14987486260159,0.0016405758744977295,0.013988852176383732
Return_6H,18.091217698415583,0.005129117465373811,0.015034449321995819
RSI_long,22.499972154820725,0.0025919243673417913,0.014986226774898352
RSI_short,22.499972154820725,0.003816957107863228,0.01499842011163528
Middle_Band,0.8261271473360547,0.007999833273915957,0.007117890637325235
Upper_Band,0.7475715920311892,0.01353711350679565,0.008392185038505823
Lower_Band,0.7895444065709426,0.015581449129454583,0.008356898136588445
High_Low,0.006050129778694588,0.0001916525517611234,0.010723396517001218
High_Close,0.22329142325168064,0.0002441561632073874,0.011167997473712579
Low_Close,4.0332312790360385,0.0,0.011135903178573357
True_Range,0.43941737798134956,0.0,0.010830244815223983
ATR,1.1738324529635877,0.0,0.017047016753313313
Volume_SMA_3,2.995975433862845,0.0,0.014582688745117083
Volume_SMA_6,4.988052105102031,0.0009551492891211044,0.01591862388463585
OBV,0.5443391258893847,0.010064637710263336,0.016726779603071472
MF_Multiplier,26.61432517757108,0.0006334806669128223,0.013175358966048904
