Datetime,Open,High,Low,Close,Volume
13.03.2017 13:00:00.000,138.946,139.403,138.842,139.122,21061.7008
13.03.2017 14:00:00.000,139.121,139.173,138.898,138.960,28978.7006
13.03.2017 15:00:00.000,139.072,139.099,138.866,138.989,18016.5138
13.03.2017 16:00:00.000,138.988,139.431,138.950,139.119,19978.0254
13.03.2017 17:00:00.000,139.118,139.330,139.100,139.260,16844.2497
13.03.2017 18:00:00.000,139.267,139.370,139.220,139.229,12669.8542
13.03.2017 19:00:00.000,139.230,139.280,139.130,139.190,11908.2432
13.03.2017 20:00:00.000,139.203,139.364,139.202,139.244,15.365
14.03.2017 13:00:00.000,139.344,139.662,139.258,139.439,30825.7999
14.03.2017 14:00:00.000,139.450,139.462,138.929,139.119,27781.2004
14.03.2017 15:00:00.000,139.040,139.210,138.915,139.210,21596.6663
14.03.2017 16:00:00.000,139.215,139.239,138.990,139.046,17934.7477
14.03.2017 17:00:00.000,139.050,139.159,138.961,139.010,19361.5055
14.03.2017 18:00:00.000,139.010,139.040,138.860,138.960,16157.711
14.03.2017 19:00:00.000,138.960,139.100,138.920,138.990,14705.658
14.03.2017 20:00:00.000,138.993,138.993,138.993,138.993,3.41
15.03.2017 13:00:00.000,139.545,139.545,139.030,139.259,14963.7489
15.03.2017 14:00:00.000,139.255,139.358,139.130,139.218,21244.5755
15.03.2017 15:00:00.000,139.219,139.534,139.178,139.519,14442.7357
15.03.2017 16:00:00.000,139.520,140.140,139.430,139.949,18212.7552
15.03.2017 17:00:00.000,139.950,140.050,139.780,139.919,17641.1324
15.03.2017 18:00:00.000,139.917,140.408,139.751,140.320,31849.0257
15.03.2017 19:00:00.000,140.330,140.751,140.250,140.461,25245.5082
15.03.2017 20:00:00.000,140.463,140.463,140.461,140.461,36.6
16.03.2017 13:00:00.000,140.755,141.010,140.430,140.780,18237.3142
16.03.2017 14:00:00.000,140.780,140.888,140.380,140.550,23976.2802
16.03.2017 15:00:00.000,140.549,140.606,140.270,140.580,23156.5113
16.03.2017 16:00:00.000,140.580,140.860,140.530,140.808,19131.5002
16.03.2017 17:00:00.000,140.807,140.809,140.520,140.648,18594.4576
16.03.2017 18:00:00.000,140.649,140.790,140.466,140.506,15571.6009
16.03.2017 19:00:00.000,140.507,140.729,140.386,140.686,17710.3558
16.03.2017 20:00:00.000,140.685,140.702,140.685,140.701,23.49
17.03.2017 13:00:00.000,141.000,141.000,140.586,140.590,17649.9996
17.03.2017 14:00:00.000,140.587,140.690,140.430,140.650,24309.9995
17.03.2017 15:00:00.000,140.658,140.690,140.466,140.610,19889.9994
17.03.2017 16:00:00.000,140.610,140.840,140.578,140.748,19760.0002
17.03.2017 17:00:00.000,140.749,140.889,140.719,140.730,17469.9993
17.03.2017 18:00:00.000,140.730,140.949,140.730,140.770,19059.9995
17.03.2017 19:00:00.000,140.778,140.849,139.905,139.920,24770.0005
20.03.2017 13:00:00.000,140.350,140.770,140.237,140.740,15180.0003
20.03.2017 14:00:00.000,140.740,141.347,140.698,141.096,24950.0008
20.03.2017 15:00:00.000,141.100,141.336,141.050,141.090,21250
20.03.2017 16:00:00.000,141.087,141.259,141.045,141.110,20959.9991
20.03.2017 17:00:00.000,141.110,141.240,140.910,141.010,21680.0003
20.03.2017 18:00:00.000,141.010,141.158,140.870,140.910,20799.9992
20.03.2017 19:00:00.000,140.910,141.495,140.867,141.490,20629.9992
20.03.2017 20:00:00.000,141.485,141.485,141.485,141.485,10
21.03.2017 13:00:00.000,142.200,142.790,142.176,142.715,17889.9994
21.03.2017 14:00:00.000,142.710,142.710,141.750,142.007,35099.9985
21.03.2017 15:00:00.000,142.010,142.016,140.960,141.470,46790.0009
21.03.2017 16:00:00.000,141.476,141.477,140.320,140.570,36669.9982
21.03.2017 17:00:00.000,140.577,140.730,139.900,139.947,35349.9985
21.03.2017 18:00:00.000,139.946,140.480,139.740,140.470,35750
21.03.2017 19:00:00.000,140.469,140.600,139.840,139.850,38250
21.03.2017 20:00:00.000,139.860,139.860,139.860,139.860,10
22.03.2017 13:00:00.000,139.840,141.000,139.800,140.420,21979.9995
22.03.2017 14:00:00.000,140.448,140.799,139.978,140.797,40459.9991
22.03.2017 15:00:00.000,140.790,141.390,140.679,141.129,32869.9989
22.03.2017 16:00:00.000,141.130,141.230,140.810,140.986,27549.9992
22.03.2017 17:00:00.000,140.980,141.140,140.650,140.879,30709.9991
22.03.2017 18:00:00.000,140.880,141.220,140.848,141.180,28100.0004
22.03.2017 19:00:00.000,141.170,141.598,141.089,141.440,28850.0004
23.03.2017 13:00:00.000,141.390,141.490,140.630,140.767,19610.0006
23.03.2017 14:00:00.000,140.768,141.300,140.617,141.140,31069.9997
23.03.2017 15:00:00.000,141.139,141.390,141.040,141.320,28059.9995
23.03.2017 16:00:00.000,141.327,141.590,141.050,141.178,24860.0006
23.03.2017 17:00:00.000,141.187,141.200,140.707,140.840,33939.9986
23.03.2017 18:00:00.000,140.836,141.330,140.810,141.140,26010.0002
23.03.2017 19:00:00.000,141.136,141.150,140.630,140.927,37799.9992
24.03.2017 13:00:00.000,141.440,141.740,141.226,141.537,16510.0002
24.03.2017 14:00:00.000,141.538,141.628,141.265,141.520,26254.6177
24.03.2017 15:00:00.000,141.520,141.650,141.359,141.430,20815.5842
24.03.2017 16:00:00.000,141.420,141.462,140.960,141.290,27123.0507
24.03.2017 17:00:00.000,141.300,141.330,140.760,140.778,22999.9924
24.03.2017 18:00:00.000,140.786,141.019,140.630,140.678,24265.0242
24.03.2017 19:00:00.000,140.678,141.160,140.370,140.680,40335.2432
24.03.2017 20:00:00.000,140.681,140.725,140.681,140.725,2.56
27.03.2017 13:00:00.000,139.369,140.000,138.710,139.890,21959.9991
27.03.2017 14:00:00.000,139.886,140.500,139.710,140.350,33540.0009
27.03.2017 15:00:00.000,140.346,140.670,140.160,140.594,27100.0004
27.03.2017 16:00:00.000,140.574,141.054,140.492,140.979,23500
27.03.2017 17:00:00.000,140.974,141.222,140.892,140.987,21440.0005
27.03.2017 18:00:00.000,140.984,141.069,140.712,141.052,22569.9997
27.03.2017 19:00:00.000,141.051,141.151,140.810,140.899,26579.9999
28.03.2017 13:00:00.000,140.904,141.384,140.642,141.080,19190.0005
28.03.2017 14:00:00.000,141.062,141.860,141.050,141.840,32459.9991
28.03.2017 15:00:00.000,141.830,142.751,141.802,142.591,30899.9996
28.03.2017 16:00:00.000,142.582,143.054,142.562,142.852,29610.0006
28.03.2017 17:00:00.000,142.854,143.594,142.854,143.544,26450.0008
28.03.2017 18:00:00.000,143.548,144.032,143.548,143.974,30709.9991
28.03.2017 19:00:00.000,143.978,144.044,143.732,143.850,28579.9999
28.03.2017 20:00:00.000,143.818,143.818,143.818,143.818,10
29.03.2017 13:00:00.000,143.677,144.199,143.199,143.822,20819.9997
29.03.2017 14:00:00.000,143.821,143.851,143.321,143.670,30100.0004
29.03.2017 15:00:00.000,143.654,143.712,143.280,143.552,29260.0002
29.03.2017 16:00:00.000,143.558,143.813,143.519,143.541,24469.9993
